,index,Unnamed: 0,Question,QRep,Answer,Rep,Skill,Dataset,p,MacroCat,text,label,label2,is_valid,set_tag,is_test
14,14,14,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,"più_tempo all_aria_aperta, non_solo quattro_ore al_giorno 
più_rispetto 
meno_persone per cella",giudizio,J,Mix,"('red', 3, 1)",red,"più_tempo all_aria_aperta, non_solo quattro_ore al_giorno 
più_rispetto 
meno_persone per cella",red,giudizio,True,2,True
15,15,15,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,"senza-te-ne-rend-con. 
con-la-bocca od con-orecchi",sancire,J,Mix,"('red', 1, 0)",red,"senza-te-ne-rend-con. 
con-la-bocca od con-orecchi",red,sancire,True,2,True
16,16,16,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",Descrizione,fa-lavoro-spetta .,sancire,J,Mix,"('red', 1, 0)",red,fa-lavoro-spetta .,red,sancire,True,2,True
17,17,17,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,so che è una persona,generalizzazione,J,Mix,"('red', 3, 1)",red,so che è una persona,red,generalizzazione,True,2,True
18,18,18,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,non consumo,non_risposta,J,Mix,"('red', 3, 1)",red,non consumo,red,non_risposta,True,2,True
19,19,19,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,criminale,giudizio,J,Mix,"('red', 3, 1)",red,criminale,red,giudizio,True,2,True
20,20,20,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,"progr_cura interni all' istituto 
progr_tratt terapeutici socio-riabilitativo 
",descrizione,J,Mix,"('green', 0, 1)",green,"progr_cura interni all' istituto 
progr_tratt terapeutici socio-riabilitativo 
",green,descrizione,True,2,True
21,21,21,Come descriverebbe una persona che “gode di salute”?,Descrizione,"una persona di medicine che si reca pochissimo dal dottore, che riesce a fare sport, eccetera",descrizione,J,Mix,"('green', 0, 1)",green,"una persona di medicine che si reca pochissimo dal dottore, che riesce a fare sport, eccetera",green,descrizione,True,2,True
22,22,22,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,Descrizione,"mi_sono 
informato su quasi_tutti i sistemi penitenziari dell' 
unione_europea e l' italia Š_quella che risulta essere pi— arretrata riguardo le opportunit…_di trattame_rieducativo ;",conferma,J,Mix,"('red', 2, 1)",red,"mi_sono 
informato su quasi_tutti i sistemi penitenziari dell' 
unione_europea e l' italia Š_quella che risulta essere pi— arretrata riguardo le opportunit…_di trattame_rieducativo ;",red,conferma,True,2,True
23,23,23,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,Descrizione,"numero_educatori, assistenti_sociali, psicologi, medici, infermieri",sancire,J,Mix,"('red', 1, 0)",red,"numero_educatori, assistenti_sociali, psicologi, medici, infermieri",red,sancire,True,2,True
24,24,24,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,dato-che mi-trovo deten in-un-contesto-div,sancire,J,Mix,"('red', 1, 0)",red,dato-che mi-trovo deten in-un-contesto-div,red,sancire,True,2,True
25,25,25,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,Descrizione,insistere per una partecip_scuola,sancire,J,Mix,"('red', 1, 0)",red,insistere per una partecip_scuola,red,sancire,True,2,True
26,26,26,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,"ho_scelto mi_ha_aiutato tanto il lavoro che
ho_fatto
",commento,J,Mix,"('red', 3, 1)",red,"ho_scelto mi_ha_aiutato tanto il lavoro che
ho_fatto
",red,commento,True,2,True
27,27,27,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere una persona Detenuta?,Descrizione,molto scarse .,giudizio,J,Mix,"('red', 3, 1)",red,molto scarse .,red,giudizio,True,2,True
28,28,28,Come descriverebbe una persona che “gode di salute”?,Descrizione,che frequenta i vari corsi e si adopera,descrizione,J,Mix,"('green', 0, 1)",green,che frequenta i vari corsi e si adopera,green,descrizione,True,2,True
29,29,29,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,neanche uno,giudizio,J,Mix,"('red', 3, 1)",red,neanche uno,red,giudizio,True,2,True
30,30,30,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,"tr le comp-che-freq queste-attiv 
",descrizione,J,Mix,"('green', 0, 1)",green,"tr le comp-che-freq queste-attiv 
",green,descrizione,True,2,True
31,31,31,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,"ogni persona è un mondo,",giudizio,J,Mix,"('red', 3, 1)",red,"ogni persona è un mondo,",red,giudizio,True,2,True
32,32,32,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,di_solito è un passaparola tra detenuti,commento,J,Mix,"('red', 3, 1)",red,di_solito è un passaparola tra detenuti,red,commento,True,2,True
33,33,33,Come descriverebbe una persona che “gode di salute”?,Descrizione,persona collaborativa,giudizio,J,Mix,"('red', 3, 1)",red,persona collaborativa,red,giudizio,True,2,True
34,34,34,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,Descrizione,se vanno molto d'accordo ,descrizione,J,Mix,"('green', 0, 1)",green,se vanno molto d'accordo ,green,descrizione,True,2,True
35,35,35,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",Descrizione,normale,giudizio,J,Mix,"('red', 3, 1)",red,normale,red,giudizio,True,2,True
36,36,36,Come descriverebbe una persona che è stata condannata per lo stesso reato che è stato imputato anche a lei?,Descrizione,"----032 
non fare ci•_che_ho_fatto io",commento,J,Mix,"('red', 3, 1)",red,"----032 
non fare ci•_che_ho_fatto io",red,commento,True,2,True
37,37,37,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,prenderei in_considerazione anche l' attività_sportiva compreso la scuola e gli educatori,giudizio,J,Mix,"('red', 3, 1)",red,prenderei in_considerazione anche l' attività_sportiva compreso la scuola e gli educatori,red,giudizio,True,2,True
38,38,38,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,fare un incontro assieme in palestra o una partita a_pallone,descrizione,J,Mix,"('green', 0, 1)",green,fare un incontro assieme in palestra o una partita a_pallone,green,descrizione,True,2,True
39,39,39,Come descriverebbe una persona che “gode di salute”?,Descrizione,soddisfatto del luogo in cui è sistemato e dell'ospitalità,giudizio,J,Mix,"('red', 3, 1)",red,soddisfatto del luogo in cui è sistemato e dell'ospitalità,red,giudizio,True,2,True
40,40,40,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,da pers-che-sono-qui da-molto-tempo.,descrizione,J,Mix,"('green', 0, 1)",green,da pers-che-sono-qui da-molto-tempo.,green,descrizione,True,2,True
41,41,41,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,"e ""se voleva dio di indicarmi la strada giusta e allontanarmi dal peccato amen",commento,J,Mix,"('red', 3, 1)",red,"e ""se voleva dio di indicarmi la strada giusta e allontanarmi dal peccato amen",red,commento,True,2,True
42,42,42,Come ti descriveresti prima di entrare in carcere?,Descrizione,normale,descrizione,J,Mix,"('green', 0, 1)",green,normale,green,descrizione,True,2,True
43,43,43,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,viene avvisato il consolato se la persona_detenuta è d_accordo,descrizione,J,Mix,"('green', 0, 1)",green,viene avvisato il consolato se la persona_detenuta è d_accordo,green,descrizione,True,2,True
44,44,44,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,dai-deten-naz-rumen,descrizione,J,Mix,"('green', 0, 1)",green,dai-deten-naz-rumen,green,descrizione,True,2,True
45,45,45,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,"primo voglio dire la prevenzione meglio della cura,",generalizzazione,J,Mix,"('red', 3, 1)",red,"primo voglio dire la prevenzione meglio della cura,",red,generalizzazione,True,2,True
46,46,46,Come ti descriveresti prima di entrare in carcere?,Descrizione,"una_persona , lavoratrice , non problematica , affettuoso , un_padre",descrizione,J,Mix,"('green', 0, 1)",green,"una_persona , lavoratrice , non problematica , affettuoso , un_padre",green,descrizione,True,2,True
47,47,47,Come ti descriveresti prima di entrare in carcere?,Descrizione,mettendo in_difficolta lo svolgimento delle attivita,implicazione,J,Mix,"('red', 9, 7)",red,mettendo in_difficolta lo svolgimento delle attivita,red,implicazione,True,2,True
48,48,48,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,descrivo la persona lo stesso reato ha sbagliato,sancire,J,Mix,"('red', 1, 0)",red,descrivo la persona lo stesso reato ha sbagliato,red,sancire,True,2,True
49,49,49,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,"perch‚ quando finisce la pena non trovo
nulla che mi fa stare tranquillo oppure
bene
",previsione,J,Mix,"('red', 5, 4)",red,"perch‚ quando finisce la pena non trovo
nulla che mi fa stare tranquillo oppure
bene
",red,previsione,True,2,True
50,50,50,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",Descrizione,mancanza_di_corsi adeguati.,descrizione,J,Mix,"('green', 0, 1)",green,mancanza_di_corsi adeguati.,green,descrizione,True,2,True
51,51,51,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,non lo so,non_risposta,J,Mix,"('red', 3, 1)",red,non lo so,red,non_risposta,True,2,True
52,52,52,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,Descrizione,comunque come corsi interni va abbastanza bene,giudizio,J,Mix,"('red', 3, 1)",red,comunque come corsi interni va abbastanza bene,red,giudizio,True,2,True
53,53,53,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,"bisogna che: 
ci permettano di stare più_a_lungo in aria_aperta 
che ci_sia_più rispetto verso di_noi 
che ci sia una_palestra 
che ci_diano lavoro",giudizio,J,Mix,"('red', 3, 1)",red,"bisogna che: 
ci permettano di stare più_a_lungo in aria_aperta 
che ci_sia_più rispetto verso di_noi 
che ci sia una_palestra 
che ci_diano lavoro",red,giudizio,True,2,True
54,54,54,Come ti descriveresti prima di entrare in carcere?,Descrizione,una_persona che non_pensava a quello_che_faceva,generalizzazione,J,Mix,"('red', 3, 1)",red,una_persona che non_pensava a quello_che_faceva,red,generalizzazione,True,2,True
55,55,55,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,(4) xche-faccio-sport;,descrizione,J,Mix,"('green', 0, 1)",green,(4) xche-faccio-sport;,green,descrizione,True,2,True
56,56,56,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,"verifica_tossdip 
predisp_progetto ( intramurario , domiciliare o comunitario ) 
",descrizione,J,Mix,"('green', 0, 1)",green,"verifica_tossdip 
predisp_progetto ( intramurario , domiciliare o comunitario ) 
",green,descrizione,True,2,True
57,57,57,Come descriverebbe una persona che “gode di salute”?,Descrizione,"molto espansiva, collaborativa",giudizio,J,Mix,"('red', 3, 1)",red,"molto espansiva, collaborativa",red,giudizio,True,2,True
58,58,58,Come descriverebbe una persona che è stata condannata per lo stesso reato che è stato imputato anche a lei?,Descrizione,"----092 
ci_sono condannato aver fatto nintema gli hanno_condannato",contrapposizione,J,Mix,"('red', 6, 4)",red,"----092 
ci_sono condannato aver fatto nintema gli hanno_condannato",red,contrapposizione,True,2,True
59,59,59,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,"le attiv-trattam-rieduc sono adatte alla vita-del-carc 
",giudizio,J,Mix,"('red', 3, 1)",red,"le attiv-trattam-rieduc sono adatte alla vita-del-carc 
",red,giudizio,True,2,True
60,60,60,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,Descrizione,(disumano),commento,J,Mix,"('red', 3, 1)",red,(disumano),red,commento,True,2,True
61,61,61,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,ogni_tanto un_po'_di marjiuana non_fa_male,commento,J,Mix,"('red', 3, 1)",red,ogni_tanto un_po'_di marjiuana non_fa_male,red,commento,True,2,True
62,62,62,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,Descrizione,"non ci sono'dentro n' fuori dato che ti buttano fuori non certo "" rieducata"" ma macchiata a vista nonostante una persona s' impegni a rientare in societa",sancire,J,Mix,"('red', 1, 0)",red,"non ci sono'dentro n' fuori dato che ti buttano fuori non certo "" rieducata"" ma macchiata a vista nonostante una persona s' impegni a rientare in societa",red,sancire,True,2,True
63,63,63,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,colloqui_con_assist ; psicologo ; educatori ; ( qualora necessario con psichiatra ) ; con operatori_sert equivalenti; con personale dirig_carcere,descrizione,J,Mix,"('green', 0, 1)",green,colloqui_con_assist ; psicologo ; educatori ; ( qualora necessario con psichiatra ) ; con operatori_sert equivalenti; con personale dirig_carcere,green,descrizione,True,2,True
64,64,64,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,distrib_metadone,sancire,J,Mix,"('red', 1, 0)",red,distrib_metadone,red,sancire,True,2,True
65,65,65,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,Descrizione,buone,contrapposizione,J,Mix,"('red', 6, 4)",red,buone,red,contrapposizione,True,2,True
66,66,66,Come descriverebbe una persona che “gode di salute”?,Descrizione,tranquilla con obiettivi,giudizio,J,Mix,"('red', 3, 1)",red,tranquilla con obiettivi,red,giudizio,True,2,True
67,67,67,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,ho-conosc-info dalla completa-esp che ho-av all-est-della prigione e dagli studi-completi che ho-fatto,descrizione,J,Mix,"('green', 0, 1)",green,ho-conosc-info dalla completa-esp che ho-av all-est-della prigione e dagli studi-completi che ho-fatto,green,descrizione,True,2,True
68,68,68,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,Descrizione,modalit… di svolgimento dei colloqui con i familiari,sancire,J,Mix,"('red', 1, 0)",red,modalit… di svolgimento dei colloqui con i familiari,red,sancire,True,2,True
69,69,69,Come descriverebbe una persona che “gode di salute”?,Descrizione,attiva e partecipe,giudizio,J,Mix,"('red', 3, 1)",red,attiva e partecipe,red,giudizio,True,2,True
70,70,70,Come ti descriveresti prima di entrare in carcere?,Descrizione,"non_ho avuto occasione di poter frequentare_corsi che mi 
permetterebbero di_migliorare_le_mie_competenze professionali 
",descrizione,J,Mix,"('green', 0, 1)",green,"non_ho avuto occasione di poter frequentare_corsi che mi 
permetterebbero di_migliorare_le_mie_competenze professionali 
",green,descrizione,True,2,True
71,71,71,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,"non lo so, ma penso che sbagliando una seconda volta sarei stupido e senza cervello",generalizzazione,J,Mix,"('red', 3, 1)",red,"non lo so, ma penso che sbagliando una seconda volta sarei stupido e senza cervello",red,generalizzazione,True,2,True
72,72,72,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,attr i resp e gli avvisi,descrizione,J,Mix,"('green', 0, 1)",green,attr i resp e gli avvisi,green,descrizione,True,2,True
73,73,73,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",Descrizione,"non-c-E-ness-differ tra arabo e occidentale solo la fede 
",commento,J,Mix,"('red', 3, 1)",red,"non-c-E-ness-differ tra arabo e occidentale solo la fede 
",red,commento,True,2,True
74,74,74,Come ti descriveresti prima di entrare in carcere?,Descrizione,""" normale """,descrizione,J,Mix,"('green', 0, 1)",green,""" normale """,green,descrizione,True,2,True
75,75,75,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,tutto sballato,sancire,J,Mix,"('red', 1, 0)",red,tutto sballato,red,sancire,True,2,True
76,76,76,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,"xche-lo-so che queste-cose in-carc 
",commento,J,Mix,"('red', 3, 1)",red,"xche-lo-so che queste-cose in-carc 
",red,commento,True,2,True
77,77,77,Come si descriverebbe come persona straniera detenuta,Descrizione,non_mi_sento vivere in questo mondo come_resto_gente,sancire,J,Mix,"('red', 1, 0)",red,non_mi_sento vivere in questo mondo come_resto_gente,red,sancire,True,2,True
78,78,78,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,la_descrivo che_aiuta la persona a ridere e al dimenticare,commento,J,Mix,"('red', 3, 1)",red,la_descrivo che_aiuta la persona a ridere e al dimenticare,red,commento,True,2,True
79,79,79,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,no perch‚ soffro,sancire,J,Mix,"('red', 1, 0)",red,no perch‚ soffro,red,sancire,True,2,True
80,80,80,Come descriverebbe una persona che è stata condannata per lo stesso reato che è stato imputato anche a lei?,Descrizione,"----087 
non_Š_buono,",giudizio,J,Mix,"('red', 3, 1)",red,"----087 
non_Š_buono,",red,giudizio,True,2,True
81,81,81,Come descriverebbe una persona che “gode di salute”?,Descrizione,buona,giudizio,J,Mix,"('red', 3, 1)",red,buona,red,giudizio,True,2,True
82,82,82,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,Descrizione,la forte familiarità tra_detenuti italiani_e_stranieri,giudizio,J,Mix,"('red', 3, 1)",red,la forte familiarità tra_detenuti italiani_e_stranieri,red,giudizio,True,2,True
83,83,83,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,"044) superiore_a_tutti, offensivo, credo che nessuno mi può toccare, sono aggressivo",giudizio,J,Mix,"('red', 3, 1)",red,"044) superiore_a_tutti, offensivo, credo che nessuno mi può toccare, sono aggressivo",red,giudizio,True,2,True
84,84,84,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,e che solo dio opera su di lei,sancire,J,Mix,"('red', 1, 0)",red,e che solo dio opera su di lei,red,sancire,True,2,True
85,85,85,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,"normale dal punto di vista mentale,",giudizio,J,Mix,"('red', 3, 1)",red,"normale dal punto di vista mentale,",red,giudizio,True,2,True
86,86,86,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,Descrizione,parlare e confidarsi ,generalizzazione,J,Mix,"('red', 3, 1)",red,parlare e confidarsi ,red,generalizzazione,True,2,True
87,87,87,Come ti descriveresti prima di entrare in carcere?,Descrizione,"ad_esempio di ha dato l' autorizzazione ad uscire e visitare una stazione 
elettrica con gli studenti dell' alta sicurezza mettendo in_essere tutte le 
azioni atte a consentirlo, anche in_termini_di sicurezza 
",generalizzazione,J,Mix,"('red', 3, 1)",red,"ad_esempio di ha dato l' autorizzazione ad uscire e visitare una stazione 
elettrica con gli studenti dell' alta sicurezza mettendo in_essere tutte le 
azioni atte a consentirlo, anche in_termini_di sicurezza 
",red,generalizzazione,True,2,True
88,88,88,Come ti descriveresti prima di entrare in carcere?,Descrizione,"noi medici avremmo diritto a fare dei corsi educazione continua in 
medicina pagati dall' amministrazione penitenziaria 
",commento,J,Mix,"('red', 3, 1)",red,"noi medici avremmo diritto a fare dei corsi educazione continua in 
medicina pagati dall' amministrazione penitenziaria 
",red,commento,True,2,True
89,89,89,Come descriverebbe una persona che “gode di salute”?,Descrizione,"che quando l'incontro non si lamenta del medico e della sua fruibilità, ma di un piccolo dolore che chiarirà e curerà in settimana",contrapposizione,J,Mix,"('red', 6, 4)",red,"che quando l'incontro non si lamenta del medico e della sua fruibilità, ma di un piccolo dolore che chiarirà e curerà in settimana",red,contrapposizione,True,2,True
90,90,90,Come descriverebbe una persona che è stata condannata per lo stesso reato che è stato imputato anche a lei?,Descrizione,"----039 
deve_avere un po' di pazienza",prescrizione,J,Mix,"('yellow', 4, 4)",yellow,"----039 
deve_avere un po' di pazienza",yellow,prescrizione,True,2,True
91,91,91,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,"affidamento 
affidamento per tossicodip 
",descrizione,J,Mix,"('green', 0, 1)",green,"affidamento 
affidamento per tossicodip 
",green,descrizione,True,2,True
92,92,92,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,"attività 
lavori",generalizzazione,J,Mix,"('red', 3, 1)",red,"attività 
lavori",red,generalizzazione,True,2,True
93,93,93,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,l' educazione esterna,generalizzazione,J,Mix,"('red', 3, 1)",red,l' educazione esterna,red,generalizzazione,True,2,True
94,94,94,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,dialogando con la poliz-penit,descrizione,J,Mix,"('green', 0, 1)",green,dialogando con la poliz-penit,green,descrizione,True,2,True
95,95,95,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",Descrizione,non-so,non_risposta,J,Mix,"('red', 3, 1)",red,non-so,red,non_risposta,True,2,True
96,96,96,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,socialità tra detenute,generalizzazione,J,Mix,"('red', 3, 1)",red,socialità tra detenute,red,generalizzazione,True,2,True
