,Unnamed: 0,Question,QRep,Answer,Rep,Skill,Dataset,p,MacroCat,text,label,label2,is_valid,set_tag,is_test
22,22,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,non_mi_interessa,non_risposta,J,Mix,"('red', 3, 1)",red,non_mi_interessa,red,non_risposta,False,0,False
23,23,Come descriverebbe una persona che “gode di salute”?,Descrizione,fortunata,giudizio,J,Mix,"('red', 3, 1)",red,fortunata,red,giudizio,False,0,False
24,24,"Se la risposta data alla risposta precedente è per nulla efficaci/poco efficaci 0 efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,"il numero di offerte e il numero dei_detenuti vanifica l' offerta stessa, personale specifico oberato e frustrato, limitazioni orarie ",giudizio,J,Mix,"('red', 3, 1)",red,"il numero di offerte e il numero dei_detenuti vanifica l' offerta stessa, personale specifico oberato e frustrato, limitazioni orarie ",red,giudizio,False,0,False
25,25,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,"l' opportunit… del_trattt_rieducativo
non_Š_sufficiente
",giudizio,J,Mix,"('red', 3, 1)",red,"l' opportunit… del_trattt_rieducativo
non_Š_sufficiente
",red,giudizio,False,0,False
26,26,Come ti descriverai una volta uscito dal carcere?,Descrizione,tornare da mia_moglie,descrizione,J,Mix,"('green', 0, 1)",green,tornare da mia_moglie,green,descrizione,False,0,False
27,27,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,bisogna fare sezioni ed aree diverse,prescrizione,J,Mix,"('yellow', 4, 4)",yellow,bisogna fare sezioni ed aree diverse,yellow,prescrizione,False,0,False
28,28,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",Descrizione,"sembrano 
comunque ancora interventi scoordinati e senza applicazione immediata.",opinione,J,Mix,"('red', 5, 3)",red,"sembrano 
comunque ancora interventi scoordinati e senza applicazione immediata.",red,opinione,False,0,False
29,29,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",Descrizione,"l' amministrazione penitenziaria fornisce poche occasioni per sviluppare 
competenze_che_il_mio_ruolo richiede 
",conferma,J,Mix,"('red', 2, 1)",red,"l' amministrazione penitenziaria fornisce poche occasioni per sviluppare 
competenze_che_il_mio_ruolo richiede 
",red,conferma,False,0,False
30,30,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,mi_sento un_po_calmo,giudizio,J,Mix,"('red', 3, 1)",red,mi_sento un_po_calmo,red,giudizio,False,0,False
31,31,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,non ci sono casi di discriminazione,commento,J,Mix,"('red', 3, 1)",red,non ci sono casi di discriminazione,red,commento,False,0,False
32,32,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",Descrizione,anche_se e impossibile che accedano tutti,ridimensionamento,J,Mix,"('red',1,0)",red,anche_se e impossibile che accedano tutti,red,ridimensionamento,False,0,False
33,33,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,Descrizione,lo descrivo veramente bene,giudizio,J,Mix,"('red', 3, 1)",red,lo descrivo veramente bene,red,giudizio,False,0,False
34,34,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,più era povero,giudizio,J,Mix,"('red', 3, 1)",red,più era povero,red,giudizio,False,0,False
35,35,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,la risposta non Š utile,non_risposta,J,Mix,"('red', 3, 1)",red,la risposta non Š utile,red,non_risposta,False,0,False
36,36,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,Descrizione,il_fatto_che possano andare tutti a scuola e possiamo conoscerci,descrizione,J,Mix,"('green', 0, 1)",green,il_fatto_che possano andare tutti a scuola e possiamo conoscerci,green,descrizione,False,0,False
37,37,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,non_saprei,non_risposta,J,Mix,"('red', 3, 1)",red,non_saprei,red,non_risposta,False,0,False
38,38,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,non consumo,non_risposta,J,Mix,"('red', 3, 1)",red,non consumo,red,non_risposta,False,0,False
39,39,Come ti descriveresti prima di entrare in carcere?,Descrizione,una_persona però_sono umano e bravo,giustificazione,J,Mix,"('red', 4, 1)",red,una_persona però_sono umano e bravo,red,giustificazione,False,0,False
40,40,Come ti descriveresti prima di entrare in carcere?,Descrizione,non_avevo avuto a_che_fare_con la giustizia,giustificazione,J,Mix,"('red', 4, 1)",red,non_avevo avuto a_che_fare_con la giustizia,red,giustificazione,False,0,False
41,41,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",Descrizione,"posso dire_che a_distanza_di sei anni e mezzo dall' assunzione da ottima 
infermiera, sono ora una caposala che ha a_che_fare solo con fatture, 
computer e ricettari e scatole di medicinali",commento,J,Mix,"('red', 3, 1)",red,"posso dire_che a_distanza_di sei anni e mezzo dall' assunzione da ottima 
infermiera, sono ora una caposala che ha a_che_fare solo con fatture, 
computer e ricettari e scatole di medicinali",red,commento,False,0,False
42,42,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,Descrizione,non_mi riesce pensare,non_risposta,J,Mix,"('red', 3, 1)",red,non_mi riesce pensare,red,non_risposta,False,0,False
43,43,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,Descrizione,senza commento,generalizzazione,J,Mix,"('red', 3, 1)",red,senza commento,red,generalizzazione,False,0,False
44,44,Come descriverebbe una persona che “gode di salute”?,Descrizione,"che vive in buona
che ha una buona percezione bisogni",giudizio,J,Mix,"('red', 3, 1)",red,"che vive in buona
che ha una buona percezione bisogni",red,giudizio,False,0,False
45,45,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,possibilità di fare il bagno,giudizio,J,Mix,"('red', 3, 1)",red,possibilità di fare il bagno,red,giudizio,False,0,False
46,46,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,riescono a metterlo sulla buona strada e rieducarlo,commento,J,Mix,"('red', 3, 1)",red,riescono a metterlo sulla buona strada e rieducarlo,red,commento,False,0,False
47,47,Come descriverebbe un trattamento efficace?,Descrizione,"come ad_esempio (lavoro, scuola, attività fisica, eccetera eccetera)",prescrizione,J,Mix,"('yellow', 4, 4)",yellow,"come ad_esempio (lavoro, scuola, attività fisica, eccetera eccetera)",yellow,prescrizione,False,0,False
48,48,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,Descrizione,no dubito che ritornando alla riconoscenza di_alcune etnie per il reato cerco i miei conterranei e stop,commento,J,Mix,"('red', 3, 1)",red,no dubito che ritornando alla riconoscenza di_alcune etnie per il reato cerco i miei conterranei e stop,red,commento,False,0,False
49,49,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,Descrizione,rispetto_regolamento,sancire,J,Mix,"('red', 1, 0)",red,rispetto_regolamento,red,sancire,False,0,False
50,50,Come ti descriveresti prima di entrare in carcere?,Descrizione,è sempre la stessa .,sancire,J,Mix,"('red', 1, 0)",red,è sempre la stessa .,red,sancire,False,0,False
51,51,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,Descrizione,dal_fatto_che vedo buona socializzazione tra_le_detenute,giudizio,J,Mix,"('red', 3, 1)",red,dal_fatto_che vedo buona socializzazione tra_le_detenute,red,giudizio,False,0,False
52,52,Come ti descriveresti prima di entrare in carcere?,Descrizione,"non_lo_so , perché_non vorrei dare o descrivere_me_stesso , sarei ipocrita",ridimensionamento,J,Mix,"('red',1,0)",red,"non_lo_so , perché_non vorrei dare o descrivere_me_stesso , sarei ipocrita",red,ridimensionamento,False,0,False
53,53,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,Descrizione,verifiche_periodiche sulla operativit… da_parte_di personale adeguato super-partes,prescrizione,J,Mix,"('yellow', 4, 4)",yellow,verifiche_periodiche sulla operativit… da_parte_di personale adeguato super-partes,yellow,prescrizione,False,0,False
54,54,Come descriverebbe una persona che “gode di salute”?,Descrizione,una persona manifesta uno stato di benessere che psichico,giudizio,J,Mix,"('red', 3, 1)",red,una persona manifesta uno stato di benessere che psichico,red,giudizio,False,0,False
55,55,Come ti descriverai una volta uscito dal carcere?,Descrizione,quando_uscirò la lunga strada spinata che devo correre con un peso cumulato durante questa prigionia,generalizzazione,J,Mix,"('red', 3, 1)",red,quando_uscirò la lunga strada spinata che devo correre con un peso cumulato durante questa prigionia,red,generalizzazione,False,0,False
56,56,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,al_momento non potrei rispondere,non_risposta,J,Mix,"('red', 3, 1)",red,al_momento non potrei rispondere,red,non_risposta,False,0,False
57,57,Come descriverebbe una persona che “gode di salute”?,Descrizione,che sta bene,giudizio,J,Mix,"('red', 3, 1)",red,che sta bene,red,giudizio,False,0,False
58,58,Come ti descriverai una volta uscito dal carcere?,Descrizione,quando_uscirò mi_descrivo che andrà a_lavorare ,descrizione,J,Mix,"('green', 0, 1)",green,quando_uscirò mi_descrivo che andrà a_lavorare ,green,descrizione,True,1,False
59,59,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,uno scemo,giudizio,J,Mix,"('red', 3, 1)",red,uno scemo,red,giudizio,False,0,False
60,60,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,dalle-altre-deten,descrizione,J,Mix,"('green', 0, 1)",green,dalle-altre-deten,green,descrizione,False,0,False
61,61,Come ti descriveresti prima di entrare in carcere?,Descrizione,io stavo_bene perché avevo la libertà e stavo con_mia_famiglia,causa,J,Mix,"('red', 2, 1)",red,io stavo_bene perché avevo la libertà e stavo con_mia_famiglia,red,causa,False,0,False
62,62,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,"la psicologa 
",generalizzazione,J,Mix,"('red', 3, 1)",red,"la psicologa 
",red,generalizzazione,False,0,False
63,63,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,Descrizione,svolgendo un lavoro sociorinsementale con personale qualificato,giudizio,J,Mix,"('red', 3, 1)",red,svolgendo un lavoro sociorinsementale con personale qualificato,red,giudizio,False,0,False
64,64,Come ti descriveresti prima di entrare in carcere?,Descrizione,molto_bene . non_ho che sarei entrata in_carcere . non_ho_fatto niente . mi sembra strano essere qui,commento,J,Mix,"('red', 3, 1)",red,molto_bene . non_ho che sarei entrata in_carcere . non_ho_fatto niente . mi sembra strano essere qui,red,commento,False,0,False
65,65,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,"registrazione in matricola e successivamente all' 
uff_educatori 
",generalizzazione,J,Mix,"('red', 3, 1)",red,"registrazione in matricola e successivamente all' 
uff_educatori 
",red,generalizzazione,False,0,False
66,66,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,Descrizione,"senz_altro l' aiuto che si è disponibili a dare,",sancire,J,Mix,"('red', 1, 0)",red,"senz_altro l' aiuto che si è disponibili a dare,",red,sancire,False,0,False
67,67,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,"vitto 
attività_sportive 
medico",giudizio,J,Mix,"('red', 3, 1)",red,"vitto 
attività_sportive 
medico",red,giudizio,True,1,False
68,68,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,mi dispiace,commento,J,Mix,"('red', 3, 1)",red,mi dispiace,red,commento,False,0,False
69,69,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,è una persona ci ha pensato due volte su prima di compiere quel reato,sancire,J,Mix,"('red', 1, 0)",red,è una persona ci ha pensato due volte su prima di compiere quel reato,red,sancire,False,0,False
70,70,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",Descrizione,"per cui_si da priorita ai_compiti essenziali 
",implicazione,J,Mix,"('red', 9, 7)",red,"per cui_si da priorita ai_compiti essenziali 
",red,implicazione,False,0,False
71,71,Come descriverebbe una persona che “gode di salute”?,Descrizione,una persona attiva,giudizio,J,Mix,"('red', 3, 1)",red,una persona attiva,red,giudizio,False,0,False
72,72,Come descriverebbe una persona che “gode di salute”?,Descrizione,"serena, pulita, cordiale",giudizio,J,Mix,"('red', 3, 1)",red,"serena, pulita, cordiale",red,giudizio,False,0,False
73,73,Come descriverebbe una persona che “gode di salute”?,Descrizione,persona che vive in piena armonia il proprio corpo e con l'ambiente circostante,giudizio,J,Mix,"('red', 3, 1)",red,persona che vive in piena armonia il proprio corpo e con l'ambiente circostante,red,giudizio,False,0,False
74,74,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,penso-che sia qualcosa di-molto buono,non_risposta,J,Mix,"('red', 3, 1)",red,penso-che sia qualcosa di-molto buono,red,non_risposta,False,0,False
75,75,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,non_è_possibile,sancire,J,Mix,"('red', 1, 0)",red,non_è_possibile,red,sancire,False,0,False
76,76,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,Descrizione,cos�_cos� perch‚ mi fanno sgobbare e mi pagano poco,valutazione,J,Mix,"('yellow', 5, 5)",yellow,cos�_cos� perch‚ mi fanno sgobbare e mi pagano poco,yellow,valutazione,True,1,False
77,77,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,sfortunata,giudizio,J,Mix,"('red', 3, 1)",red,sfortunata,red,giudizio,False,0,False
78,78,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,bisogna approfondire su certe cose essere superficiale,non_risposta,J,Mix,"('red', 3, 1)",red,bisogna approfondire su certe cose essere superficiale,red,non_risposta,False,0,False
79,79,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,facilitando il dialogo con dei corsi di lingua_straniera.,specificazione,J,Mix,"('yellow', 1, 1)",yellow,facilitando il dialogo con dei corsi di lingua_straniera.,yellow,specificazione,False,0,False
80,80,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",Descrizione,"credo che essendo io per-loro 
solo-un-numero gli-sn-indifferente 
",opinione,J,Mix,"('red', 5, 3)",red,"credo che essendo io per-loro 
solo-un-numero gli-sn-indifferente 
",red,opinione,False,0,False
81,81,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,"e poter girare 
per il carcere",commento,J,Mix,"('red', 3, 1)",red,"e poter girare 
per il carcere",red,commento,False,0,False
82,82,Come descriverebbe una persona che “gode di salute”?,Descrizione,no patologie fisiche gravi e da situazioni psichiche che condizionano la sua autonomia e libertà di pensiero,giudizio,J,Mix,"('red', 3, 1)",red,no patologie fisiche gravi e da situazioni psichiche che condizionano la sua autonomia e libertà di pensiero,red,giudizio,False,0,False
83,83,Come ti descriveresti prima di entrare in carcere?,Descrizione,"sono_stato un_uomo felice e ho_sbagliato , spero dio che questo_sbaglio è il primo e l' ultimo",valutazione,J,Mix,"('yellow', 5, 5)",yellow,"sono_stato un_uomo felice e ho_sbagliato , spero dio che questo_sbaglio è il primo e l' ultimo",yellow,valutazione,False,0,False
84,84,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,"la mia_scelta quando faccio una bella cosa
per_me stesso e cos� io mi sento bene per
le altre
",non_risposta,J,Mix,"('red', 3, 1)",red,"la mia_scelta quando faccio una bella cosa
per_me stesso e cos� io mi sento bene per
le altre
",red,non_risposta,False,0,False
85,85,Come descriverebbe una persona che “gode di salute”?,Descrizione,"Una persona che sente soddisfatti i bisogni in rapporto a tali disagi bisogni: di cura, di ascolto, di scelta, di espressione personale, di benessere",giudizio,J,Mix,"('red', 3, 1)",red,"Una persona che sente soddisfatti i bisogni in rapporto a tali disagi bisogni: di cura, di ascolto, di scelta, di espressione personale, di benessere",red,giudizio,False,0,False
86,86,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,una_persona vuole_scapp_cosa_rea,generalizzazione,J,Mix,"('red', 3, 1)",red,una_persona vuole_scapp_cosa_rea,red,generalizzazione,False,0,False
87,87,Come descriverebbe una persona che “gode di salute”?,Descrizione,che fisicamente e moralmente sta bene,giudizio,J,Mix,"('red', 3, 1)",red,che fisicamente e moralmente sta bene,red,giudizio,False,0,False
88,88,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,Descrizione,lavoro e scuola e imparare qualche mestiere,descrizione,J,Mix,"('green', 0, 1)",green,lavoro e scuola e imparare qualche mestiere,green,descrizione,False,0,False
89,89,Come ti descriveresti prima di entrare in carcere?,Descrizione,a me mi_sembrava_che_tutto quello che facevo andava_bene,opinione,J,Mix,"('red', 5, 3)",red,a me mi_sembrava_che_tutto quello che facevo andava_bene,red,opinione,False,0,False
90,90,Come descriverebbe una persona che “gode di salute”?,Descrizione,una persona che fisicamente e psicologicamente è sana,giudizio,J,Mix,"('red', 3, 1)",red,una persona che fisicamente e psicologicamente è sana,red,giudizio,False,0,False
91,91,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,nessuna,sancire,J,Mix,"('red', 1, 0)",red,nessuna,red,sancire,True,1,False
92,92,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,"il trattt_rieducativo molto_efficace serve
per preparare una_persona per una
imminente uscita nella societ…",prescrizione,J,Mix,"('yellow', 4, 4)",yellow,"il trattt_rieducativo molto_efficace serve
per preparare una_persona per una
imminente uscita nella societ…",yellow,prescrizione,False,0,False
93,93,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,"tutti possiamo cadere, non è per il tipo di persona.",sancire,J,Mix,"('red', 1, 0)",red,"tutti possiamo cadere, non è per il tipo di persona.",red,sancire,True,1,False
94,94,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,non seguo questi,giustificazione,J,Mix,"('red', 4, 1)",red,non seguo questi,red,giustificazione,False,0,False
95,95,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,"mi diverto all_inizio poi dopo tre tiri di cocaina ti_arrabbi/ ma all_inizio mi 
aiuta_a_dimenticare
perché pensi chi_aiuta_me
io non_dipendo da queste_sostanze però",contrapposizione,J,Mix,"('red', 6, 4)",red,"mi diverto all_inizio poi dopo tre tiri di cocaina ti_arrabbi/ ma all_inizio mi 
aiuta_a_dimenticare
perché pensi chi_aiuta_me
io non_dipendo da queste_sostanze però",red,contrapposizione,False,0,False
