,text,label2,p,label,is_valid,set_tag,is_test
25,"Il nucleo, che ha cambiato abitazione nell'estate del 2006, è residente in VIA …….. (190 MUNICIPIO - ZONA TRAGLIATELLA).
Figli       A. A .n. il xx/xx/1990 a  (Sierra Leone) 
*(per il minore esiste già un fascicolo aperto c/o il Tribunale per i Minorenni N. ……. 
A. C.       n. il xx/xx/1993 a Roma
A. S.       n. il xx/xx/1999 a Roma
A. B.      n. il xx/xx/2000 a Roma
A. N.       n. il xx/xx/2005 a Roma
",descrizione,"('green', 0, 1)",green,True,1.0,False
26,"Il padre del soggetto gestiva un banco alimentare in un mercato rionale, ed è deceduto all'età di 50 anni per un ematoma cerebrale a seguito di una caduta; il lutto è avvenuto oltre 40 anni fa. A. risulta essere il terzogenito di 5 figli (3 maschi e 2 femmine), ",descrizione,"('green', 0, 1)",green,False,0.0,False
27,"Il padre è deceduto a 55 anni per tumore allo stomaco, la madre, 71 anni, separata da lungo tempo dal marito, vive a S. Lorenzo ",descrizione,"('green', 0, 1)",green,False,0.0,False
28,Il padre è separato dalla madre,descrizione,"('green', 0, 1)",green,False,0.0,False
29,"Il padre sig. C., 77 anni, adesso pensionato, era coltivatore diretto; la madre sig.ra. V., 67 anni, è casalinga; il fratello L., 37 anni, non è sposato, vive a Parma dove lavora come aiuto cuoco; la sorella D., 34 anni, anche lei single, vive a Milano dove lavora come stilista. ",descrizione,"('green', 0, 1)",green,False,0.0,False
30,"Il padre, 45enne, è xx della guardia di finanza presso la sede di L., con compiti investigativi nel settore tributario; ",descrizione,"('green', 0, 1)",green,False,0.0,False
31,"Il padre, 58 anni, contadino, lavora sia i propri terreni che per conto terzi, riferisce di essere coadiuvato in tale attività dal figlio. 
La madre, di anni 46, lavora stabilmente ed in regola, come collaboratrice domestica, presso due famiglie; la sorella Stefania, di 24 anni, ha conseguito l'attestato presso l'Istituto Alberghiero e presso una fabbrica come operaia. 
",descrizione,"('green', 0, 1)",green,False,0.0,False
32,Il paziente riferisce inoltre un ricovero presso l'SPDC del ……… per depressione e tentato suicidio nel…. sempre per tentato suicidio e depressione nel ….presso SPDC di….  ,descrizione,"('green', 0, 1)",green,True,1.0,False
33,Il padre riferisce di avere in passato anche tentato un inserimento C/O la Comunità G. a seguito di un ricovero alla S.V..,descrizione,"('green', 0, 1)",green,True,1.0,False
34,Il nucleo è stato conosciuto dal Servizio di Segretariato Sociale in quanto segnalato dalla collega della Circoscrizione Z che lo ha sostenuto per il periodo 1998-1999 a fronte delle spese per il procedimento di sfratto per l'alloggio di C. A..,descrizione,"('green', 0, 1)",green,False,0.0,False
35,"il marito è stato a casa anche per un po’ in aspettativa, la vita era concentrata lì,",descrizione,"('green', 0, 1)",green,False,0.0,False
36,"Il minore pratica lo sport del calcio, che ha ripreso dopo un'interruzione di tre anni nei quali ha praticato altri sport, per due volte la settimana e quasi ogni Sabato ha una partita da giocare. ",descrizione,"('green', 0, 1)",green,False,0.0,False
37,"Il mio ingresso nella REMS è avvenuto, commettendo dei reati vari, prima di entrare in REMS sono stato 1 anno in comunità e 6 anni in carcere.",descrizione,"('green', 0, 1)",green,False,0.0,False
38,"Il mio lavoro prevede diversi interventi, a più livelli, dalla valutazione (assessment) clinica per individuare bisogni specifici e terapeutici, per individuare le aree deficitarie e impostare un percorso terapeutico individualizzato, percorsi psicoterapici in setting individuale e di gruppo, gruppi di abilità specifiche e psicosociali (dall'acquisizione di abilità specifiche, alla psicoeducazione, ecc.), affiancamento in attività di vario genere (ludico-ricreative, tecnico-pratiche ecc.).",descrizione,"('green', 0, 1)",green,False,0.0,False
39,"Il mio modo di essere, la parola, la buona volontà. Anche se mi dicono lascia stare, cercherò di fare qualcosa, magari lasciando libero mio figlio.",descrizione,"('green', 0, 1)",green,True,1.0,False
40,"Il mio nome è Bill Nash e scrivo dagli Stati Uniti. Per due anni sono stato  un seminarista presso i Padri Missionari Saveriani, dove però ho subito abusi sessuali da parte di Padre James Tully.
Padre Tully ha abusato bambini per oltre tre decenni in vari continenti. ",descrizione,"('green', 0, 1)",green,False,0.0,False
41,"Il nominato in oggetto riferisce di aver iniziato a far uso di alcol all'età di 14 anni in modo
saltuario; 
",descrizione,"('green', 0, 1)",green,False,0.0,False
42,"Il sig. Bruno A., oggi 64enne, è nato a Roma, dove è cresciuto nel quartiere T. in un appartamento di edilizia popolare (ex Iacp ora Ater)  e dove attualmente vive da solo. ",descrizione,"('green', 0, 1)",green,True,1.0,False
43,"Il sig. Bruno riferisce di avere, da diversi mesi. una delega sul conto corrente bancario del fratello Manlio presso la Banca xxxx e che il sig. Manlio ha un debito con la Banca di Euro 2.200.00. ",descrizione,"('green', 0, 1)",green,True,1.0,False
44,"Il sig. G., padre di A., lavora sempre presso un falegnameria percependo un compenso mensile pari a circa euro 1,200. ",descrizione,"('green', 0, 1)",green,False,0.0,False
45,"Il sig. Alessandro, di anni 24, è in carico al CSM 3° distretto ASL RM z dal 1991 per “disturbo psicotico NAS in ritardo Mentale”,",descrizione,"('green', 0, 1)",green,False,0.0,False
46,Il Sig. Giulio nato a …… il …… e residente a Roma in via ……… si è presentato in data 19/10/2009 al Ser.T RM/B di via S. in base al decreto di cui all’oggetto. ,descrizione,"('green', 0, 1)",green,True,1.0,False
47,"Il sig. PIERLUIGI ha 70 anni, è vedovo da più di 20 anni. Ha lavorato come custode alla regione per 38 anni. Gode di una pensione di L. 1.800.000 mensili e vive in una casa propria.",descrizione,"('green', 0, 1)",green,False,0.0,False
48,Il sig. R. era portiere dello stabile in cui abita il nucleo: ,descrizione,"('green', 0, 1)",green,False,0.0,False
49,Il quartiere più grande della cità con una forte identità multiculturale ricco di iniziative e POSSIBILITA,descrizione,"('green', 0, 1)",green,False,0.0,False
50,"Il reato di violazione della legge sugli stupefacenti (ri ferisce di un precedente nel 2008) sarebbe legato, a suo dire, alla condizione di indigenza da lui vissuta nonché all'uso della sostanza stessa. ",descrizione,"('green', 0, 1)",green,False,0.0,False
51,"Il sig . A. svolge attualmente due attività a part-time come operaio (in regola sia con il permesso di soggiorno, sia con i contributi) presso un condominio sulla Via Cassia e presso l'Ospedale S. Camillo.
La moglie ha sempre svolto attività come colf ad ore; attualmente è di nuovo in stato interessante (terzo mese di gravidanza) e pertanto risulta disoccupata. 
",descrizione,"('green', 0, 1)",green,False,0.0,False
52,Il Servizio sociale scrivente ha contattato il sig. Massimo il quale riferisce che per lui e sua moglie la gestione dell’anziana è molto difficile in quanto la stessa rifiuta di essere ricoverata in struttura e di assumere i farmaci.,descrizione,"('green', 0, 1)",green,False,0.0,False
53,"Il Servizio Sociale di questa Circoscrizione ha conosciuto il nucleo nel 1995 in quanto il Sig. D.R., papà dei minori, nato a XXXX il XX.XX.1966 ha richiesto un intervento economico essendo in quel momento disoccupato.",descrizione,"('green', 0, 1)",green,False,0.0,False
54,"Il S.E.R.T. di zona ha proposto in caso di affidamento un P.T. ( 16.4.99 ) che si allega in copia,",descrizione,"('green', 0, 1)",green,True,1.0,False
55,"la quale ha confermato che Ryno non manifesta particolari problemi: è descritto dalla scuola come un bambino vivace, ma perché non riesce a concentrarsi, a stare chiuso in una aula, non è stato ben accolto, ma lui si trova bene con i compagni, cerca di attirare la loro attenzioni, non appare un bambino triste. ",descrizione,"('green', 0, 1)",green,False,0.0,False
56,"La scrivente aveva inviato una richiesta di relazione sul suo conto al SERT di zona, ",descrizione,"('green', 0, 1)",green,False,0.0,False
57,"La prima cosa da fare è presentare domanda presso il Tribunale dei Minorenni della propria zona, i Servizi della ASL prenderanno poi contatto per l'indagine psico-sociale che si svolge in una serie di incontri con Psicologa e Assistente sociale. Terminata l'indagine il Servizio ASL stilerà una relazione da inviare al Tribunale per i minorenni, la coppia verrà poi chiamata da un Giudice del tribunale che avrà il compito di rilasciare il Decreto di Idoneità. Entro un anno dalla notica del Decreto la coppia deve dare mandato ad un Ente autorizzato che li accompagnerà nella scelta del Paese e nella preparazione del Dossier documenti no all'abbinamento con il Minore, il rientro in Italia ad adozione conclusa e anche durante il post-adozione in base alle richieste del Paese di origine del bambino.",descrizione,"('green', 0, 1)",green,True,1.0,False
58,"La separazione della coppia avviene dopo due altri anni (febbraio 2102) di violenti litigi sfociati anche in aggressioni fisiche alle quali 
tutte le figlie sono state esposte, come da entrambi ammesso. 
",descrizione,"('green', 0, 1)",green,False,0.0,False
59,"La sig. ra Olga di 92 anni, vive in abitazione in locazione privata sita in …………",descrizione,"('green', 0, 1)",green,True,1.0,False
60,"la sig.ra è seguita, in tal senso, dal DSM di Via P., loro riferimento Dott. G., ",descrizione,"('green', 0, 1)",green,False,0.0,False
61,La politica internazionale e la burocrazia regolano il processo .,descrizione,"('green', 0, 1)",green,False,0.0,False
62,"la mancanza di servizi come agenzia delle entrate, tribunale e procura, motorizzazion",descrizione,"('green', 0, 1)",green,False,0.0,False
63,"La moglie Fiorella è nata a Roma ed è commessa in un negozio d'abbigliamento. Ha due figlie Noemi e Simona, che svolgono la professione di parrucchiera. La prima convive con il compagno a C. ed è una neomamma, la seconda ha ventitre anni ed è residente con il nucleo famigliare d'origine. Il nucleo famigliare si completa con la presenza della suocera Adriana di circa ottantanove anni.",descrizione,"('green', 0, 1)",green,False,0.0,False
64,la prende in braccio;,descrizione,"('green', 0, 1)",green,True,1.0,False
65,La paziente è momentaneamente ospite dell’Esercito della Salvezza.,descrizione,"('green', 0, 1)",green,False,0.0,False
66,La pensione della sig.ra R. è di 430 euro al mese,descrizione,"('green', 0, 1)",green,False,0.0,False
67,"La persona in oggetto nasce a NA., ",descrizione,"('green', 0, 1)",green,True,1.0,False
68,"La piccola mi mostra la sua camera, ",descrizione,"('green', 0, 1)",green,False,0.0,False
69,"La signora riferisce di ricevere un sussidio economico, due volte l’anno, per la prole numerosa.",descrizione,"('green', 0, 1)",green,True,1.0,False
70,"La signora, dopo la maturità classica,",descrizione,"('green', 0, 1)",green,True,1.0,False
71,"Lavora come barman presso il B. Pub s.r.l a Roma …….., secondo le modalità contenute nell'allegata dichiarazione. ",descrizione,"('green', 0, 1)",green,True,1.0,False
72,"lavora, impegnata nel sociale quindi una vita di comunità con gli altri",descrizione,"('green', 0, 1)",green,False,0.0,False
73,"Lavoro su se stessi, comprensione dell'importanza dell'educazione ricevuta, cenno alle teorie dell'attaccamento, e al loro ""uso"" da parte delle equipe che valutano.
Infine ansia da colloquio coi giudici. Insegnare ad insegnare a non barare sulle proprie disponibilità...
",descrizione,"('green', 0, 1)",green,False,0.0,False
74,Le dimensioni della città la rendono a misura d'uomo,descrizione,"('green', 0, 1)",green,False,0.0,False
75,"La signora Pina dichiara invece che lei non ha mai cacciato di casa lo zio ma che lo stesso desiderava stare via di casa tutto il giorno poiché ha sempre vagabondato ed è sempre vissuto in piena libertà, anche quando era sposato e viveva con sua moglie in un sottoscala in condizioni igieniche precarie.",descrizione,"('green', 0, 1)",green,False,0.0,False
76,"La signora P. è in attesa del quarto figlio, che dovrà nascere nel mese di aprile. ",descrizione,"('green', 0, 1)",green,False,0.0,False
77,La Sig.ra Stefania era già stata al servizio sociale circoscrizionale nel mese di ottobre u.s. per segnalare la propria situazione di difficoltà economica ,descrizione,"('green', 0, 1)",green,True,1.0,False
78,"La sign.ra Franca segnalata dal nostro D.S.M. ai sensi della Deliberazione G. R. Lazio n. 8106, ",descrizione,"('green', 0, 1)",green,False,0.0,False
79,La signora C.Antonella nata a B. il xx/xx/1959 e residente in via M. V. 19,descrizione,"('green', 0, 1)",green,True,1.0,False
80,La signora lavora presso un'impresa di pulizie sobbarcandosi anche dei doppi turni. ,descrizione,"('green', 0, 1)",green,False,0.0,False
81,"La mamma, più volte pervenuta al servizio, è in attesa di pronunciamenti a riguardo.",descrizione,"('green', 0, 1)",green,False,0.0,False
82,La signora Clotilde è vedova e vive sola in un alloggio in affitto di una camera e servizi.,descrizione,"('green', 0, 1)",green,False,0.0,False
83,"L'obiettivo è la cura e la riabilitazione dei pazienti psichiatrici autori di reato finalizzati al reinserimento sociale e in un contesto di sicurezza, ma in termini di sicurezza della cura.",descrizione,"('green', 0, 1)",green,False,0.0,False
84,L'obiettivo è quello di custodia e riabilitazione di persone aventi diagnosi psichiatrica in seguito a violazioni del Codice Penale.,descrizione,"('green', 0, 1)",green,False,0.0,False
85,"L'obiettivo perseguito presso questa struttura si basa su un processo articolato di interventi rivolti a: - stabilizzazione del quadro clinico, lavoro sull'insight di patologia e sull'aderenza alla terapia farmacologica; - integrazione del pz nel contesto su cui insiste la REMS; - raccordo con i servizi territoriali per la presa in carico dell'internato e per la promozione di una valida alleanza terapeutica; - intervento sulla rete familiare finalizzato a ricreare una valida rete affettiva e migliorare la gestione del paziente. ",descrizione,"('green', 0, 1)",green,True,1.0,False
86,"L’ appartamento, di provvisoria individuazione, è a Roma in Via P., 30.
Appartamento in locazione molto probabilmente da condividere con altri.
",descrizione,"('green', 0, 1)",green,False,0.0,False
87,"L'esame obiettivo neurologico riferisce che “l’anziano è vigile e parzialmente orientato nel tempo c nello spazio”. Inoltre, l’anziano, ""non è completamente autosufficiente e mantiene la stazione eretta solo con aiuto"". ",descrizione,"('green', 0, 1)",green,True,1.0,False
88,"io non sono l’abuso, l’ho subito, ",descrizione,"('green', 0, 1)",green,False,0.0,False
89,"io sono sempre stato bene, in generale da questo punto di vista gioco con i miei amici, so che mi devo fermare a volte per prendere fiato,",descrizione,"('green', 0, 1)",green,False,0.0,False
90,"Ipotetico stupro di gruppo: tutti minorenni, vittima e violentatori",descrizione,"('green', 0, 1)",green,False,0.0,False
91,"L'assessore valorizza e incentiva le iniziative dei cittadini a favore dello sviluppo della comunità, adotta soluzioni per rispondere il più possibile ai bisogni della cittadine e dei cittadini, in collaborazione con gli altri assessori",descrizione,"('green', 0, 1)",green,True,1.0,False
92,L'attuale situazione è legata all’ incertezza. Si può dire che l'unica cosa sicura è che non si è sicuri di niente.,descrizione,"('green', 0, 1)",green,True,1.0,False
93,"la donna viene picchiata, non può urlare a causa di una mano sulla bocca. Il tutto avviene in un vicolo buio, dove non passano persone e quindi dove la vittima non può chiedere aiuto. Le vengono strappati i vestiti di dosso e le viene messa una mano sulla bocca per impedirle di urlare",descrizione,"('green', 0, 1)",green,False,0.0,False
94,"La famiglia acquisita risiede a Vicenza e,",descrizione,"('green', 0, 1)",green,False,0.0,False
95,"La famiglia, mia moglie, i figli e anche tanti amici.",descrizione,"('green', 0, 1)",green,False,0.0,False
96,"La donna con il matrimonio si era trasferita nell'attuale luogo di residenza, a poca distanza dalla attuale abitazione dell'interessato. ",descrizione,"('green', 0, 1)",green,False,0.0,False
97,"La giustificazione dei familiari, interpellati in merito al perché il Fernando fosse detenuto in tali condizioni è stata che essendo il ragazzo affetto da schizofrenia e potenzialmente pericoloso per gli altri hanno ritenuto opportuno rinchiuderlo al fine di evitare che potesse nuocere a chiunque",descrizione,"('green', 0, 1)",green,True,1.0,False
98,"La madre del ragazzo infatti riferisce che E. è nato dopo una serie di interruzioni spontanee di gravidanze, dopo qualche anno di matrimonio, l'aver atteso così a lungo questo figlio e aver impiegato notevoli energie per accudirlo e crescerlo in un ambiente definito molto severo a causa del carattere deciso e risoluto del padre, ha forse influenzato le scelte adoperate dal figlio negli ultimi tempi. ",descrizione,"('green', 0, 1)",green,False,0.0,False
99,La madre del ragazzo riferisce che il coniuge è autoritario e sensibile ai cambiamenti repentini di umore. ,descrizione,"('green', 0, 1)",green,False,0.0,False
100,"La madre di R. da alcuni mesi è disoccupata, a seguito del licenziamento dalla ditta di pulizie per cui lavorava ed allo stato ha un' occupazione saltuaria come colf presso un privato. ",descrizione,"('green', 0, 1)",green,True,1.0,False
101,"La madre si è trasferita da qualche anno in Germania,",descrizione,"('green', 0, 1)",green,True,1.0,False
102,"La madre, di un anno più giovane, è insegnante di sostegno presso la cooperativa ""V. S."" di Latina che si occupa di ragazzi portatori di handicaps. ",descrizione,"('green', 0, 1)",green,False,0.0,False
103,La ditta edile del sig. R. deve essere infatti disponibile giorno e notte a: caricare il carbone (che è il carburante della centrale) nel caso in cui si guastasse il macchinario apposito e caricare i silos di calcare che non deve mai mancare. ,descrizione,"('green', 0, 1)",green,False,0.0,False
104,"L’Arabia Saudita risponde a queste sfide cercando di controllare per prima la stampa. Il regno, attraverso l’intromissione di parecchi prìncipi, comincia una serie di operazioni di acquisto che conducono, nella seconda metà degli anni Novanta, ad un controllo quasi totale della stampa araba indipendente (ad eccezione di al-Quds al-‘Arabi).",descrizione,"('green', 0, 1)",green,False,0.0,False
105,"L’incontro si è svolto due giorni dopo, il XX.XX.1999. ",descrizione,"('green', 0, 1)",green,False,0.0,False
106,"L’obiettivo del servizio è la presa in carico, la cura e la riabilitazione del paziente psichiatrico autore di reato.",descrizione,"('green', 0, 1)",green,False,0.0,False
107,L’unica entrata della famiglia è rappresentata dalla pensione di invalidità della madre che certo non è sufficiente,descrizione,"('green', 0, 1)",green,True,1.0,False
108,la descriverebbero come una persona che ha ricevuto supporto in un periodo in cui ne aveva bisogno.,descrizione,"('green', 0, 1)",green,False,0.0,False
109,"la descriverebberero come una persona a cui è successa una disgrazia e che ora sta male,",descrizione,"('green', 0, 1)",green,False,0.0,False
110,"La coppia, dal maggio '97 risiede a Roma proveniente da Asti (AT) e, dal maggio '98, vive in una piccola abitazione in affitto sita in Via…., composta da una camera, cucina e bagno. ",descrizione,"('green', 0, 1)",green,False,0.0,False
111,"La coppia vive nell' appartamento dove il sig. Rossi viveva prima del matrimonio. L'appartamento è di proprietà ed è composto da salotto, due camere, un piccolo studio, cucina, doppi servizi e dotato di due balconi. ",descrizione,"('green', 0, 1)",green,True,1.0,False
112,La collega già telefonicamente aveva anticipato che al momento non vi era disponibilità di inserimento in tale struttura.,descrizione,"('green', 0, 1)",green,False,0.0,False
113,La coppia non risulta residente in via M e dalla residenza di Via R. è stata chiesta la cancellazione. ,descrizione,"('green', 0, 1)",green,False,0.0,False
114,le droghe leggere si possono produrre in casa propria con il semplice aiuto di internet,descrizione,"('green', 0, 1)",green,False,0.0,False
115,"Il fratello dell'anziano in oggetto riferisce che il sig. Manlio in passato gestiva un mobilificio intestato alla moglie. deceduta nel 1987, ma tale attività commerciale fallì ed il sig. Manlio cominciò ad avere sen problemi economici. Da allora iniziò a svolgere attività di cantante di stornelli nei ristoranti trasteverini e spesso preparava pasti su richiesta nel magazzino di ……… Successivamente al decesso della moglie ha conosciuto la sig.ra xxx da diverso tempo deceduta con la quale ha convissuto per diversi anni nell' abitazione popolare a lei assegnata in ……… dove, attualmente, l'anziano è ancora domiciliato.",descrizione,"('green', 0, 1)",green,True,1.0,False
116,difficoltà per mantenere l'attenzione.,descrizione,"('green', 0, 1)",green,False,0.0,False
117,"dimagrita, inappetente, facile alle lacrime, con insonnia",descrizione,"('green', 0, 1)",green,False,0.0,False
118,"Diversi uomini in un locale decidono di abusare di una giovane ragazza, in stato ebbrezza, violentandola ripetutamente ed a turno.",descrizione,"('green', 0, 1)",green,True,1.0,False
119,"Dopo 25 anni sono ritornati lentamente, come dei piccoli tasselli, episodi,
immagini, scene, odori….sapori! 12 anni…quasi donna, non certo una bambina.
Uno zio, quasi quarantenne, i primi contatti.",descrizione,"('green', 0, 1)",green,False,0.0,False
120,"di cui era intestataria la madre, deceduta all'età di 86 anni, circa 11 anni fa per ictus,",descrizione,"('green', 0, 1)",green,False,0.0,False
121,"Dal Maggio 1997 ha richiesto di affiancare alla terapia farmacologica anche colloqui di sostegno con gli operatori socio-educativi dello scrivente Servizio, ",descrizione,"('green', 0, 1)",green,True,1.0,False
122,"Dalla presa in carico il Sig P. si è sottoposto ad un periodo di osservazione diagnostica della durata di mesi tre, che si è articolato nel modo seguente:
- controlli urinari bisettimanali,
- visita medica e verifiche,
- colloqui psicosociali
- videat psichiatrico che non ha evidenziato patologie psichiatriche in atto.
",descrizione,"('green', 0, 1)",green,False,0.0,False
123,"dalle quali riceve a titolo di corrispettivo, una volta assunte a lavoro, una somma di circa trecento mila lire. ",descrizione,"('green', 0, 1)",green,False,0.0,False
124,"di essere comunque sottoposto a questi controlli,",descrizione,"('green', 0, 1)",green,False,0.0,False
125,"Definiscono il loro rapporto positivo finché, nel 1992, la signora non comunica all'uomo di essere in stato interessante e di desiderare, al contrario del compagno, il futuro figlio. ",descrizione,"('green', 0, 1)",green,False,0.0,False
126,"Dei fratelli il primo è falegname, ma attualmente disoccupato e l'altro lavora in qualità di operaio in un bar della zona.",descrizione,"('green', 0, 1)",green,False,0.0,False
127,"Dei giorni successivi mi ricordo il dolore, la sofferenza, i “no” urlati contro mia madre, gli schiaffi dati a mio fratello che allora aveva solo un anno, i calci tirati a mio padre e a mio nonno.

Mi ricordo che in quel periodo ero diventata sonnambula. Alla notte mi alzavo e lì la mia sofferenza prendeva il sopravvento:  mi alzavo, mi vestivo e provavo ad uscire di casa, solo scappare lontano, ma non ci riuscivo, perché mio padre mi fermava sempre. Andai avanti così per circa cinque mesi; non volevo dirlo ai miei. Tornavo a casa da scuola e correvo in camera a piangere.",descrizione,"('green', 0, 1)",green,True,1.0,False
128,Dell'attuale occupazione si è già detto che è intestata al padre ,descrizione,"('green', 0, 1)",green,False,0.0,False
129,"della quale, peraltro, lo stesso si sente responsabile, avendo messo la madre di fronte alla realtà dei continui tradimenti del marito. ",descrizione,"('green', 0, 1)",green,True,1.0,False
130,"Dopo i primi mesi, la signora iniziava a invitare il signor Rosario ad uscire di casa alle prime ore del mattino ed a rientrarvi solo a sera inoltrata, giustificando tale atteggiamento con la mancanza di igiene ed incuria dell'ambiente causata dallo zio",descrizione,"('green', 0, 1)",green,False,0.0,False
131,"e confermò al Servizio Sociale del Comune di F. l'incarico di continuare la realizzazione del progetto elaborato in favore di F. e R., ",descrizione,"('green', 0, 1)",green,False,0.0,False
132,e ha dichiarato di avere bisogno di pensarci prima di dare una risposta in quanto lei è sempre stata da sola e si ritiene capace di gestire l’intera famiglia.,descrizione,"('green', 0, 1)",green,False,0.0,False
133,e hanno fatto presente che l’attuale reato rappresenta l’unica esperienza in tal senso.,descrizione,"('green', 0, 1)",green,True,1.0,False
134,"e ho anche un po' di amici, tipo.",descrizione,"('green', 0, 1)",green,True,1.0,False
135,"e la scrivente, nel giugno del 1998 ha inviato una relazione ai vari Assessorati preposti sia alle Politiche del patrimonio e della Casa che alle Politiche Sociali chiedendo una soluzione al grave problema alloggiativo.",descrizione,"('green', 0, 1)",green,False,0.0,False
136,e la stessa è stata ospitata dall'amico Mario (con il quale si è presentata al Servizio) dove attualmente vive. ,descrizione,"('green', 0, 1)",green,False,0.0,False
