14,14,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,"Dopo le prime fasi di inquadramento diagnostico e stabilizzazione del quadro psicopatologico si elabora con il paziente un piano terapeutico individualizzato per realizzare un percorso di cura mirato alla riduzione dei comportamenti disfunzionali a favore di comportamenti più adeguati, passaggio che può realizzarsi attraverso un lento riconoscimento del paziente rispetto al proprio modo di agire e reagire.",specificazione,J,AG,"('yellow', 1, 1)",yellow,"Dopo le prime fasi di inquadramento diagnostico e stabilizzazione del quadro psicopatologico si elabora con il paziente un piano terapeutico individualizzato per realizzare un percorso di cura mirato alla riduzione dei comportamenti disfunzionali a favore di comportamenti più adeguati, passaggio che può realizzarsi attraverso un lento riconoscimento del paziente rispetto al proprio modo di agire e reagire.",yellow,specificazione
15,15,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,Il fine ultimo è la rielaborazione del reato commesso.,riferimento_obiettivo,J,AG,"('green', 5, 6)",green,Il fine ultimo è la rielaborazione del reato commesso.,green,riferimento_obiettivo
16,16,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,"Il lavoro dello psicologo all’interno del sistema si pone l’obiettivo di fornire un punto di vista basato sulle conoscenze psicologiche, al fine di impostare un trattamento multidisciplinare per ciascun paziente.",generalizzazione,J,AG,"('red', 3, 1)",red,"Il lavoro dello psicologo all’interno del sistema si pone l’obiettivo di fornire un punto di vista basato sulle conoscenze psicologiche, al fine di impostare un trattamento multidisciplinare per ciascun paziente.",red,generalizzazione
17,17,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,"Inoltre, contribuisce affinché l’intera l’equipè possa comprendere i comportamenti dei pazienti, soprattutto del legame e del significato che hanno in relazione o in conseguenza alle loro difficoltà psicologiche.",implicazione,J,AG,"('red', 9, 7)",red,"Inoltre, contribuisce affinché l’intera l’equipè possa comprendere i comportamenti dei pazienti, soprattutto del legame e del significato che hanno in relazione o in conseguenza alle loro difficoltà psicologiche.",red,implicazione
18,18,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,Interviene anche nell’approfondimento del reato commesso e dell’elaborazione degli eventi. ,descrizione,J,AG,"('green', 0, 1)",green,Interviene anche nell’approfondimento del reato commesso e dell’elaborazione degli eventi. ,green,descrizione
19,19,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,Fornire un punto di vista che tenga conto delle conoscenze psicologiche nel trattamento multidisciplinare dei pazienti.,generalizzazione,J,AG,"('red', 3, 1)",red,Fornire un punto di vista che tenga conto delle conoscenze psicologiche nel trattamento multidisciplinare dei pazienti.,red,generalizzazione
20,20,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,Fornire all'equipe letture relative ai comportamenti dei pazienti e di come questi siano connessi alle loro difficoltà psicologiche.,implicazione,J,AG,"('red', 9, 7)",red,Fornire all'equipe letture relative ai comportamenti dei pazienti e di come questi siano connessi alle loro difficoltà psicologiche.,red,implicazione
21,21,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,Svolgere un lavoro volto alla rielaborazione del reato commesso e delle dinamiche ad esso associate. ​,descrizione,J,AG,"('green', 0, 1)",green,Svolgere un lavoro volto alla rielaborazione del reato commesso e delle dinamiche ad esso associate. ​,green,descrizione
22,22,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,"Trattamento psicologico e psicoterapeutico dei pazienti, all’interno di una presa in carico multidisciplinare del paziente autore di reato. Collaborazione con l’équipe per la comprensione e la gestione dei comportamenti dei pazienti. Obiettivo volto alla rielaborazione del reato commesso e delle dinamiche ad esso associate.",descrizione,J,AG,"('green', 0, 1)",green,"Trattamento psicologico e psicoterapeutico dei pazienti, all’interno di una presa in carico multidisciplinare del paziente autore di reato. Collaborazione con l’équipe per la comprensione e la gestione dei comportamenti dei pazienti. Obiettivo volto alla rielaborazione del reato commesso e delle dinamiche ad esso associate.",green,descrizione
23,23,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,"Essendo il lavoro all’interno di un’organizzazione complessa non può prescindere dall’integrarsi con quello di altre figure professionali (psichiatra, educatore, ass. sociale, infermieri, oss) in modo tale che anche l’intervento psicologico sia coerente con gli altri interventi (e viceversa) e contribuisca all’univocità dell’intenti. Tenendo conto di questo, come già detto, l’obiettivo varia a secondo della fase del trattamento:",generalizzazione,J,AG,"('red', 3, 1)",red,"Essendo il lavoro all’interno di un’organizzazione complessa non può prescindere dall’integrarsi con quello di altre figure professionali (psichiatra, educatore, ass. sociale, infermieri, oss) in modo tale che anche l’intervento psicologico sia coerente con gli altri interventi (e viceversa) e contribuisca all’univocità dell’intenti. Tenendo conto di questo, come già detto, l’obiettivo varia a secondo della fase del trattamento:",red,generalizzazione
24,24,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,"in primo luogo determinare un’alleanza, successivamente arrivare ad una diagnosi (attraverso l’osservazione comportamentale in REMS, colloqui diagnostici e somministrazione di test), al fine di impostare un terapia volta per lo più alla rielaborazione del reato commesso e delle dinamiche ad esso associate, nonché alla patologia. Infine preparare il paziente alla dimissione e alla separazione dalla REMS. ",specificazione,J,AG,"('yellow', 1, 1)",yellow,"in primo luogo determinare un’alleanza, successivamente arrivare ad una diagnosi (attraverso l’osservazione comportamentale in REMS, colloqui diagnostici e somministrazione di test), al fine di impostare un terapia volta per lo più alla rielaborazione del reato commesso e delle dinamiche ad esso associate, nonché alla patologia. Infine preparare il paziente alla dimissione e alla separazione dalla REMS. ",yellow,specificazione
25,25,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,Il mio lavoro è finalizzato al miglioramento della qualità di vita del cliente.,sancire,J,AG,"('red', 1, 0)",red,Il mio lavoro è finalizzato al miglioramento della qualità di vita del cliente.,red,sancire
26,26,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,"A livello clinico, a seconda del momento del percorso e della persona, l’obiettivo può spaziare dalla consapevolezza del proprio “funzionamento”, alla gestione dei comportamenti impulsivi o distruttivi, al recupero o alla cura delle relazioni familiari, alla rielaborazione dei fatti reato.",specificazione,J,AG,"('yellow', 1, 1)",yellow,"A livello clinico, a seconda del momento del percorso e della persona, l’obiettivo può spaziare dalla consapevolezza del proprio “funzionamento”, alla gestione dei comportamenti impulsivi o distruttivi, al recupero o alla cura delle relazioni familiari, alla rielaborazione dei fatti reato.",yellow,specificazione
27,27,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,"Esiste poi un obiettivo “meta”, inerente il lavoro in èquipe e d’èquipe.",generalizzazione,J,AG,"('red', 3, 1)",red,"Esiste poi un obiettivo “meta”, inerente il lavoro in èquipe e d’èquipe.",red,generalizzazione
28,28,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione," Infine un lavoro di mediazione e progettazione con i Servizi territoriali (CPS, SERD) e la Magistrura.",descrizione,J,AG,"('green', 0, 1)",green," Infine un lavoro di mediazione e progettazione con i Servizi territoriali (CPS, SERD) e la Magistrura.",green,descrizione
29,29,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,"L'obiettivo perseguito all'interno dell'organizzazione vuole essere un contributo che tiene conto, nell'ottica della complessità, del vertice psicologico nel trattamento multidisciplinare dei pazienti. Inoltre si supporta l'equipe nella lettura dei processi e delle dinamiche connesse alle difficoltà psichiche dei pazienti autori di reato fornendo strumenti di comprensione dei comportamenti disadattivi. Insieme al paziente si svolge un lavoro volto alla rielaborazione del reato commesso, delle dinamiche ad esso associate e alla sostituzione di comportamenti inefficaci e disfunzionali con comportamenti efficaci e funzionali.",descrizione,J,AG,"('green', 0, 1)",green,"L'obiettivo perseguito all'interno dell'organizzazione vuole essere un contributo che tiene conto, nell'ottica della complessità, del vertice psicologico nel trattamento multidisciplinare dei pazienti. Inoltre si supporta l'equipe nella lettura dei processi e delle dinamiche connesse alle difficoltà psichiche dei pazienti autori di reato fornendo strumenti di comprensione dei comportamenti disadattivi. Insieme al paziente si svolge un lavoro volto alla rielaborazione del reato commesso, delle dinamiche ad esso associate e alla sostituzione di comportamenti inefficaci e disfunzionali con comportamenti efficaci e funzionali.",green,descrizione
30,30,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,Il ruolo che svolgo è quello di organizzare insieme con i colleghi le attività della giornata e la programmazione degli interventi.,descrizione,J,AG,"('green', 0, 1)",green,Il ruolo che svolgo è quello di organizzare insieme con i colleghi le attività della giornata e la programmazione degli interventi.,green,descrizione
31,31,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,Coordinamento dell'equipe curante (tutte le figure professionali) e del gruppo dei pazienti (attraverso attività individuali e gruppali). Presa in carico psicologica individuale.,descrizione,J,AG,"('green', 0, 1)",green,Coordinamento dell'equipe curante (tutte le figure professionali) e del gruppo dei pazienti (attraverso attività individuali e gruppali). Presa in carico psicologica individuale.,green,descrizione
32,32,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,Lavoro in equipe multiprofessionale; lavoro in rete sul territorio; contatti con organi giuridici; SMOP.,descrizione,J,AG,"('green', 0, 1)",green,Lavoro in equipe multiprofessionale; lavoro in rete sul territorio; contatti con organi giuridici; SMOP.,green,descrizione
33,33,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,"Uno degli obiettivi del mio lavoro è quello di coinvolgere i pazienti nelle diverse attività svolte all'interno e all'esterno delle strutture, favorendo il dialogo e il rispetto tra pazienti e opratori.",descrizione,J,AG,"('green', 0, 1)",green,"Uno degli obiettivi del mio lavoro è quello di coinvolgere i pazienti nelle diverse attività svolte all'interno e all'esterno delle strutture, favorendo il dialogo e il rispetto tra pazienti e opratori.",green,descrizione
34,34,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,"Valutazione dei comportamenti e delle interazioni tra i vari ospiti, gestione della terapia farmacologica e della corretta adesione al regime terapeutico, sostegno psicologico degli ospiti, organizzazione delle attività all'interno della struttura, assistenza infermieristica olistica.",sancire,J,AG,"('red', 1, 0)",red,"Valutazione dei comportamenti e delle interazioni tra i vari ospiti, gestione della terapia farmacologica e della corretta adesione al regime terapeutico, sostegno psicologico degli ospiti, organizzazione delle attività all'interno della struttura, assistenza infermieristica olistica.",red,sancire
35,35,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,"Il mio lavoro consiste nell'adempimento di tutte le funzioni giuridico-attive, relative ai fascicoli giudiziari degli utenti.",descrizione,J,AG,"('green', 0, 1)",green,"Il mio lavoro consiste nell'adempimento di tutte le funzioni giuridico-attive, relative ai fascicoli giudiziari degli utenti.",green,descrizione
36,36,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,Instaurare un processo di riabilitazione e un futuro reinserimento o in società o presso una comunità.,sancire,J,AG,"('red', 1, 0)",red,Instaurare un processo di riabilitazione e un futuro reinserimento o in società o presso una comunità.,red,sancire
37,37,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,"In primis assunzione della terapia, buon rapporto con i vari ospiti, parlare con loro, mantenere serenità anche se abbastanza difficile.",sancire,J,AG,"('red', 1, 0)",red,"In primis assunzione della terapia, buon rapporto con i vari ospiti, parlare con loro, mantenere serenità anche se abbastanza difficile.",red,sancire
38,38,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,Per ogni persona viene definito un piano terapeutico riabilitativo e un percorso che prevede il massimo coinvolgimento attivo della persona.,commento,J,AG,"('red', 3, 1)",red,Per ogni persona viene definito un piano terapeutico riabilitativo e un percorso che prevede il massimo coinvolgimento attivo della persona.,red,commento
39,39,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,Il mio obiettivo è quello della valutazione/rivalutazione ed ottimizzazione della terapia farmacologica per ogni singolo utente,descrizione,J,AG,"('green', 0, 1)",green,Il mio obiettivo è quello della valutazione/rivalutazione ed ottimizzazione della terapia farmacologica per ogni singolo utente,green,descrizione
40,40,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,tenendo conto del quadro clinico e delle collateralità riportate.,specificazione,J,AG,"('yellow', 1, 1)",yellow,tenendo conto del quadro clinico e delle collateralità riportate.,yellow,specificazione
41,41,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,in modo da garantire loro un ambiente quanto più familiare e simile alla realtà alla quale andranno in contro.,implicazione,J,AG,"('red', 9, 7)",red,in modo da garantire loro un ambiente quanto più familiare e simile alla realtà alla quale andranno in contro.,red,implicazione
42,42,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,Instaurare un rapporto di fiducia con il paziente per quanto possibile,sancire,J,AG,"('red', 1, 0)",red,Instaurare un rapporto di fiducia con il paziente per quanto possibile,red,sancire
43,43,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,e in questo modo alleggerire il carico di tensione e frustrazione che si può accumulare all'interno della struttura.,implicazione,J,AG,"('red', 9, 7)",red,e in questo modo alleggerire il carico di tensione e frustrazione che si può accumulare all'interno della struttura.,red,implicazione
44,44,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,"Cerco di essere utile, in varie mansioni per aiutare più possibile il benessere dei pazienti.",sancire,J,AG,"('red', 1, 0)",red,"Cerco di essere utile, in varie mansioni per aiutare più possibile il benessere dei pazienti.",red,sancire
45,45,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,"Formare il personale alla cura e alla riabilitazione dei pazienti con disturbo psichiatrico, organizzare il servizio al fine di dare un buon servizio sia per l'utenza che per il committente. Seguire l'organizzazione e la pianificazione di tutti gli interventi sanitari di competenza di OSS, infermieri e collaborare all'organizzazione del servizio educativo.",descrizione,J,AG,"('green', 0, 1)",green,"Formare il personale alla cura e alla riabilitazione dei pazienti con disturbo psichiatrico, organizzare il servizio al fine di dare un buon servizio sia per l'utenza che per il committente. Seguire l'organizzazione e la pianificazione di tutti gli interventi sanitari di competenza di OSS, infermieri e collaborare all'organizzazione del servizio educativo.",green,descrizione
46,46,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,Le strategie derivano dall'esperienza circa il lavoro in comunità e dalle competenze teoriche dei singoli professionisti.,generalizzazione,J,AG,"('red', 3, 1)",red,Le strategie derivano dall'esperienza circa il lavoro in comunità e dalle competenze teoriche dei singoli professionisti.,red,generalizzazione
47,47,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,Gratificazione e chiarificazione degli accadimenti quotidiani attraverso una presa di coscienza delle problematiche personali.,sancire,J,AG,"('red', 1, 0)",red,Gratificazione e chiarificazione degli accadimenti quotidiani attraverso una presa di coscienza delle problematiche personali.,red,sancire
48,48,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,"Confronto con colleghi, costante aggiornamento e rapporto con istituzioni/autorità giudiziarie/servizi territoriali/enti.",sancire,J,AG,"('red', 1, 0)",red,"Confronto con colleghi, costante aggiornamento e rapporto con istituzioni/autorità giudiziarie/servizi territoriali/enti.",red,sancire
49,49,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,"Dialogo, relazione, ascolto, osservazione, cura, comprensione, empatia.",sancire,J,AG,"('red', 1, 0)",red,"Dialogo, relazione, ascolto, osservazione, cura, comprensione, empatia.",red,sancire
50,50,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,"Ascolto, osservazione, intervento efficace, rispetto, cura.",sancire,J,AG,"('red', 1, 0)",red,"Ascolto, osservazione, intervento efficace, rispetto, cura.",red,sancire
51,51,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,"Supporto e aiuto, gratificazione.",sancire,J,AG,"('red', 1, 0)",red,"Supporto e aiuto, gratificazione.",red,sancire
52,52,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,"Osservazione, ascolto, calma, cura, dialogo, empatia.",sancire,J,AG,"('red', 1, 0)",red,"Osservazione, ascolto, calma, cura, dialogo, empatia.",red,sancire
53,53,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,Cercare di far rispettare il più possibile le regole dando loro una motivazione.,prescrizione,J,AG,"('yellow', 4, 4)",yellow,Cercare di far rispettare il più possibile le regole dando loro una motivazione.,yellow,prescrizione
54,54,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,"Fiducia, rispetto, ascolto, comprensione, cura, osservazione.",sancire,J,AG,"('red', 1, 0)",red,"Fiducia, rispetto, ascolto, comprensione, cura, osservazione.",red,sancire
55,55,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,"Cura, osservazione, ascolto, intervento al momento giusto, comprensione.",sancire,J,AG,"('red', 1, 0)",red,"Cura, osservazione, ascolto, intervento al momento giusto, comprensione.",red,sancire
56,56,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,"Nessuna in specifico, ma molte generali che aiutano il percorso.",generalizzazione,J,AG,"('red', 3, 1)",red,"Nessuna in specifico, ma molte generali che aiutano il percorso.",red,generalizzazione
57,57,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,"Trasferimento dell'esperienza, indirizzare il personale a un percorso formativo adeguato, favorire il lavoro in equipe e la comunicazione fra le varie figure professionali, applicazione di sistemi riassuntivi e griglie di controllo.",descrizione,J,AG,"('green', 0, 1)",green,"Trasferimento dell'esperienza, indirizzare il personale a un percorso formativo adeguato, favorire il lavoro in equipe e la comunicazione fra le varie figure professionali, applicazione di sistemi riassuntivi e griglie di controllo.",green,descrizione
58,58,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,"Colloqui individuali, osservazione clinica nella quotidianità con interventi di chiarificazione e discussione volti a migliorare la consapevolezza critica e la funzione riflessiva.",descrizione,J,AG,"('green', 0, 1)",green,"Colloqui individuali, osservazione clinica nella quotidianità con interventi di chiarificazione e discussione volti a migliorare la consapevolezza critica e la funzione riflessiva.",green,descrizione
59,59,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,"Ascolto, interagire e relazionare con gli utenti, riprendere.",sancire,J,AG,"('red', 1, 0)",red,"Ascolto, interagire e relazionare con gli utenti, riprendere.",red,sancire
60,60,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,La strategia è quella della comunicazione,sancire,J,AG,"('red', 1, 0)",red,La strategia è quella della comunicazione,red,sancire
61,61,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,in modo da capire lo stato d'animo del paziente per cercare di aiutarlo al meglio.,implicazione,J,AG,"('red', 9, 7)",red,in modo da capire lo stato d'animo del paziente per cercare di aiutarlo al meglio.,red,implicazione
62,62,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,"La strategia principale è il parlare con il paziente, quando risulta collaborante.",contrapposizione,J,AG,"('red', 6, 4)",red,"La strategia principale è il parlare con il paziente, quando risulta collaborante.",red,contrapposizione
63,63,"Come descriverebbe il suo lavoro? Ovvero, che obiettivo persegue all’interno dell’organizzazione?",descrizione,"Le strategie sono le seguenti, spiegare al paziente l'importanza dell'assunzione della terapia prescritta rispettandone gli orari, spiegando l'importanza del rispetto delle regole per evitare la complicazione del percorso del paziente, coinvolgere il paziente alle varie attività per rendere un po' meno pesante la detenzione.",previsione,J,AG,"('red', 5, 4)",red,"Le strategie sono le seguenti, spiegare al paziente l'importanza dell'assunzione della terapia prescritta rispettandone gli orari, spiegando l'importanza del rispetto delle regole per evitare la complicazione del percorso del paziente, coinvolgere il paziente alle varie attività per rendere un po' meno pesante la detenzione.",red,previsione
