,d,t
471,1,1
472,17,21
473,3,21
474,18,15
475,9,22
476,23,1
477,22,15
478,7,21
479,7,7
480,18,15
481,8,21
482,3,22
483,9,7
484,23,10
485,3,22
486,7,7
487,23,14
488,6,22
489,23,7
490,9,10
491,23,2
492,23,23
493,13,13
494,4,9
495,10,10
496,4,10
497,9,14
498,10,10
499,7,7
500,15,14
501,13,10
502,20,7
503,6,7
504,7,7
505,7,7
506,7,20
507,7,17
508,22,22
509,8,0
510,8,8
511,21,21
512,18,18
513,21,10
514,11,1
515,4,23
516,8,2
517,2,14
518,13,21
519,14,14
520,16,2
521,16,10
522,13,17
523,14,21
524,12,21
525,12,8
526,3,8
527,1,21
528,4,10
529,14,14
530,12,12
531,8,22
532,17,21
533,23,8
534,7,21
535,8,10
536,6,21
537,12,21
538,20,8
539,8,8
540,20,7
541,17,21
542,7,21
543,3,21
544,18,19
545,15,18
546,6,7
547,13,13
548,23,23
549,13,13
550,4,11
551,9,9
552,2,21
553,2,13
554,2,9
555,14,15
556,14,21
557,7,22
558,10,21
559,8,11
560,14,21
561,8,6
562,20,12
563,21,21
564,6,21
565,8,8
566,23,23
567,7,3
568,13,23
569,10,10
570,21,23
571,2,3
572,22,22
573,21,21
574,22,16
575,10,11
576,21,21
577,9,21
578,16,11
579,21,22
580,2,10
581,21,21
582,13,2
583,10,10
584,8,8
585,13,2
586,10,10
587,12,17
588,17,17
589,17,21
590,7,21
591,16,21
592,6,6
593,4,10
594,11,1
595,12,12
596,17,4
597,20,22
598,22,21
599,0,23
600,15,15
601,10,7
602,13,2
603,7,7
604,7,22
605,16,7
606,18,18
607,1,1
608,15,15
609,22,22
610,15,15
611,3,3
612,23,5
613,9,22
614,20,7
615,22,10
616,21,7
617,18,21
618,9,7
619,8,8
620,22,22
621,10,21
622,16,16
623,16,21
624,18,2
625,16,9
626,2,21
627,18,15
628,10,10
629,4,4
630,7,7
631,14,17
632,15,12
633,1,1
634,3,12
635,7,9
636,1,12
637,22,7
638,23,2
639,20,20
640,14,14
641,7,7
642,10,10
643,10,10
644,3,3
645,21,21
646,10,10
647,7,21
648,7,22
649,7,7
650,7,21
651,3,10
652,7,22
653,1,12
654,1,23
655,7,21
656,3,7
657,1,11
658,1,11
659,12,12
660,6,23
661,3,3
662,6,1
663,7,21
664,10,10
665,22,12
666,7,7
667,17,21
668,21,10
669,21,22
670,22,22
671,20,5
672,16,16
673,16,17
674,14,14
675,4,2
676,11,2
677,14,14
678,18,18
679,1,11
680,18,1
681,20,21
682,10,10
683,0,9
684,10,10
685,7,7
686,2,21
687,8,8
688,22,22
689,10,10
690,16,22
691,4,22
692,16,22
693,8,15
694,16,2
695,17,7
696,16,16
697,3,7
698,1,2
699,4,21
700,17,17
701,1,2
702,20,20
703,16,7
704,17,11
705,7,7
706,10,21
707,2,14
708,15,11
709,1,9
710,4,10
711,10,12
712,23,23
713,6,9
714,15,15
715,12,11
716,10,10
717,20,21
718,10,14
719,18,18
720,18,18
721,13,13
722,10,10
723,17,17
724,8,2
725,23,21
726,4,10
727,23,23
728,10,7
729,14,17
730,10,10
731,14,10
732,1,12
733,9,21
734,10,10
735,2,16
736,10,10
737,6,21
738,14,21
739,16,22
740,22,22
741,20,7
742,22,22
743,23,23
744,10,21
745,7,7
746,7,7
747,23,7
748,7,7
749,20,20
750,7,7
751,7,7
752,14,2
753,8,7
754,6,6
755,17,21
756,15,14
757,10,10
758,10,10
759,7,10
760,16,16
761,7,7
762,14,9
763,21,2
764,11,1
765,7,7
766,1,11
767,22,12
768,7,7
769,21,21
770,12,12
771,6,6
772,12,14
773,7,7
774,14,14
775,12,21
776,7,7
777,6,21
778,4,21
779,6,6
780,7,21
781,15,15
782,16,23
783,21,21
784,23,23
785,10,10
786,7,7
787,21,21
788,8,8
789,16,10
790,16,21
791,18,5
792,15,15
793,11,1
794,7,7
795,6,6
796,7,10
797,7,7
798,14,14
799,6,7
800,20,7
801,21,21
802,22,22
803,22,21
804,14,9
805,14,14
806,4,21
807,10,10
808,10,10
809,14,14
810,3,3
811,22,21
812,21,3
813,2,2
814,4,1
815,7,7
816,2,2
817,23,22
818,8,7
819,21,2
820,21,22
821,14,14
822,17,11
823,9,2
824,22,22
825,21,21
826,1,21
827,14,22
828,21,21
829,10,10
830,22,18
831,16,17
832,16,16
833,22,22
834,18,16
835,12,5
836,5,4
837,10,21
838,16,16
839,22,22
840,16,16
841,16,17
842,15,15
843,16,22
844,16,23
845,17,16
846,16,10
847,14,2
848,23,14
849,13,21
850,2,10
851,16,16
852,17,12
853,2,3
854,23,22
855,17,21
856,2,7
857,10,10
858,9,7
859,1,12
860,7,21
861,7,7
862,3,7
863,7,7
864,7,10
865,7,21
866,7,7
867,21,21
868,1,11
869,3,12
870,12,12
871,1,1
872,10,22
873,7,7
874,7,7
875,7,7
876,7,7
877,7,7
878,1,11
879,16,16
880,10,21
881,22,21
882,10,10
883,8,10
884,16,16
885,16,21
886,1,12
887,16,16
888,20,22
889,22,21
890,16,16
891,16,21
892,23,9
893,8,17
894,7,9
895,16,23
896,20,14
897,7,7
898,20,8
899,22,10
900,14,10
901,15,15
902,3,3
903,22,5
904,8,8
905,8,8
906,2,2
907,23,1
908,2,7
909,7,9
910,8,7
911,7,7
912,6,6
913,23,23
914,9,10
915,23,1
916,23,3
917,2,21
918,4,9
919,16,16
920,20,8
921,21,7
922,10,7
923,10,21
924,4,23
925,21,7
926,16,2
927,21,21
928,14,14
929,14,14
930,15,15
931,14,6
932,20,10
933,6,22
934,4,6
935,18,21
936,6,7
937,21,21
938,14,2
939,23,3
940,9,10
941,11,7
942,10,10
943,21,7
944,6,14
945,21,7
946,10,10
947,10,10
948,7,21
949,1,2
950,21,21
951,14,14
952,3,22
953,17,15
954,6,13
955,10,10
956,23,23
957,10,10
958,18,9
959,12,15
960,10,10
961,21,21
962,16,16
963,14,2
964,22,21
965,16,16
966,10,21
967,8,7
968,23,2
969,23,10
970,10,22
971,14,7
972,23,23
973,21,21
974,22,8
975,3,6
976,6,2
977,22,7
978,11,23
979,11,21
980,14,14
981,17,10
982,2,2
983,15,15
984,22,22
985,7,21
986,3,3
987,3,21
988,23,23
989,13,10
990,6,21
991,21,10
992,5,21
993,22,22
994,6,17
995,18,18
996,7,7
997,11,11
998,4,7
999,7,7
1000,8,21
1001,20,8
1002,8,17
1003,11,10
1004,20,0
1005,20,20
1006,10,10
1007,8,20
1008,21,21
1009,20,16
1010,10,21
1011,10,10
1012,21,21
1013,7,21
1014,10,10
1015,19,22
1016,14,9
1017,16,10
1018,17,17
1019,14,14
1020,10,10
1021,12,21
1022,1,11
1023,10,10
1024,13,13
1025,4,4
1026,7,10
1027,10,10
1028,16,21
1029,4,21
1030,10,10
1031,10,10
1032,22,21
1033,10,10
1034,10,21
1035,7,21
1036,7,22
1037,21,21
1038,15,15
1039,6,21
1040,22,21
1041,10,22
1042,1,1
1043,22,21
1044,16,2
1045,4,10
1046,14,14
1047,10,10
1048,16,12
1049,6,6
1050,16,16
1051,15,14
1052,2,2
1053,10,10
1054,9,21
1055,8,22
1056,12,12
1057,17,12
1058,6,10
1059,16,20
1060,4,4
1061,6,2
1062,6,6
1063,18,18
1064,16,21
1065,10,10
1066,21,7
1067,10,10
1068,14,14
1069,21,21
1070,8,20
1071,6,6
1072,10,23
1073,0,15
1074,14,14
1075,7,7
1076,7,21
1077,17,17
1078,22,14
1079,7,7
1080,22,21
1081,14,14
1082,3,6
1083,3,3
1084,15,6
1085,22,3
1086,1,23
1087,10,17
1088,10,10
1089,22,17
1090,6,6
1091,14,21
1092,7,7
1093,7,7
1094,9,8
1095,1,1
1096,5,22
1097,1,1
1098,8,8
1099,21,21
1100,20,8
1101,1,1
1102,21,22
1103,7,7
1104,7,7
1105,7,7
1106,7,7
1107,7,7
1108,7,21
1109,21,21
1110,14,23
1111,21,23
1112,4,6
1113,15,14
1114,10,21
1115,21,21
1116,17,17
1117,12,19
1118,22,22
1119,12,23
1120,17,11
1121,12,3
1122,16,23
1123,15,21
1124,10,21
1125,10,10
1126,21,21
1127,7,9
1128,14,14
1129,10,14
1130,18,15
1131,6,6
1132,10,7
1133,23,10
1134,22,21
1135,10,10
1136,7,22
1137,7,7
1138,12,21
1139,21,11
1140,2,2
1141,2,2
1142,12,10
1143,16,16
1144,14,12
1145,4,23
1146,19,21
1147,4,10
1148,4,10
1149,12,6
1150,10,10
1151,17,14
1152,10,21
1153,21,7
1154,18,15
1155,7,7
1156,17,12
1157,8,21
1158,7,21
1159,10,10
1160,23,23
1161,14,14
1162,12,7
1163,11,23
1164,3,23
1165,23,10
1166,3,21
1167,9,21
1168,11,7
1169,2,10
1170,23,10
1171,10,10
1172,21,21
1173,21,21
1174,13,10
1175,16,9
1176,14,23
1177,9,15
1178,2,22
1179,14,14
1180,1,21
1181,20,20
1182,17,10
1183,17,11
1184,4,4
1185,8,11
1186,14,6
1187,6,3
1188,14,7
1189,21,21
1190,23,23
1191,20,21
1192,10,21
1193,7,10
1194,7,7
1195,7,7
1196,6,7
1197,23,7
1198,12,23
1199,23,23
1200,7,10
1201,14,10
1202,0,0
1203,7,7
1204,13,13
1205,10,10
1206,16,2
1207,16,21
1208,4,21
1209,6,2
1210,13,7
1211,5,23
1212,16,8
1213,5,7
1214,6,7
1215,20,20
1216,4,15
1217,7,7
1218,11,10
1219,10,9
1220,16,21
1221,4,14
1222,10,21
1223,12,15
1224,16,16
1225,16,9
1226,14,21
1227,5,9
1228,2,14
1229,9,21
1230,9,10
1231,4,20
1232,7,20
1233,16,16
1234,5,21
1235,5,21
1236,20,20
1237,10,10
1238,2,10
1239,17,7
1240,10,21
1241,1,22
1242,20,21
1243,11,1
1244,17,0
1245,1,21
1246,21,3
1247,1,12
1248,1,1
1249,3,3
1250,7,21
1251,21,18
1252,18,15
1253,7,21
1254,10,10
1255,1,12
1256,6,14
1257,7,10
1258,3,7
1259,16,21
1260,21,10
1261,10,10
1262,17,14
1263,7,7
1264,21,7
1265,2,10
1266,14,12
1267,15,15
1268,15,10
1269,10,10
1270,22,22
1271,16,16
1272,16,20
1273,21,21
1274,21,10
1275,6,6
1276,10,10
1277,13,2
1278,7,7
1279,11,23
1280,22,10
1281,17,17
1282,6,22
1283,7,21
1284,10,3
1285,3,21
1286,22,22
1287,22,21
1288,15,15
1289,9,21
1290,13,13
1291,17,21
1292,16,23
1293,4,21
1294,22,21
1295,11,11
1296,21,7
1297,11,7
1298,21,22
1299,22,7
1300,18,18
1301,10,10
1302,15,14
1303,3,1
1304,19,3
1305,1,1
1306,21,3
1307,3,22
1308,19,10
1309,3,3
1310,12,22
1311,1,1
1312,6,6
1313,8,8
1314,10,10
1315,21,9
1316,6,11
1317,7,7
1318,16,21
1319,9,2
1320,10,10
1321,7,7
1322,6,22
1323,11,22
1324,2,12
1325,14,21
1326,14,14
1327,23,4
1328,13,9
1329,16,11
1330,7,4
1331,12,12
1332,7,7
1333,11,16
1334,15,15
1335,21,15
1336,3,22
1337,3,19
1338,3,21
1339,16,23
1340,15,12
1341,2,9
1342,20,7
1343,10,21
1344,14,14
1345,12,1
1346,15,17
1347,16,16
1348,12,21
1349,7,2
1350,22,7
1351,23,23
1352,10,14
1353,6,14
1354,10,21
1355,16,3
1356,23,23
1357,3,3
1358,9,10
1359,10,10
1360,1,21
1361,1,22
1362,16,21
1363,16,16
1364,20,20
1365,17,6
1366,7,3
1367,7,7
1368,10,23
1369,23,11
1370,6,9
1371,23,9
1372,21,21
1373,15,12
1374,4,21
1375,21,21
1376,7,7
1377,12,2
1378,7,5
1379,2,10
1380,2,2
1381,20,23
1382,10,10
1383,17,17
1384,23,9
1385,1,1
1386,3,7
1387,6,21
1388,14,14
1389,13,10
1390,10,21
1391,22,11
1392,4,21
1393,7,21
1394,19,11
1395,7,7
1396,10,10
1397,7,7
1398,10,10
1399,7,7
1400,10,10
1401,7,7
1402,10,10
1403,21,21
1404,10,10
1405,12,12
1406,10,21
1407,7,21
1408,1,10
1409,7,21
1410,10,10
1411,6,6
1412,7,10
1413,8,17
1414,8,21
1415,22,21
1416,22,7
1417,4,10
1418,17,12
1419,17,20
1420,7,13
1421,4,7
1422,14,14
1423,15,15
1424,22,21
1425,22,21
1426,7,21
1427,23,22
1428,2,21
1429,4,22
1430,4,6
1431,14,10
1432,9,4
1433,23,9
1434,20,12
1435,10,2
1436,8,22
1437,20,12
1438,20,7
1439,22,9
1440,2,9
1441,6,3
1442,22,9
1443,22,8
1444,16,10
1445,10,10
1446,18,21
1447,17,21
1448,14,13
1449,20,22
1450,18,12
1451,21,9
1452,21,9
1453,17,17
1454,18,15
1455,22,7
1456,23,23
1457,23,17
1458,13,2
1459,14,14
1460,23,23
1461,8,8
1462,6,21
1463,4,7
1464,10,10
1465,10,10
1466,10,10
1467,21,3
1468,10,22
1469,21,21
1470,3,7
1471,3,3
1472,16,16
1473,3,7
1474,16,21
1475,7,7
1476,10,10
1477,6,7
1478,7,7
1479,1,11
1480,14,14
1481,10,10
1482,6,7
1483,7,7
1484,16,18
1485,21,21
1486,19,2
1487,16,21
1488,16,20
1489,20,20
1490,21,17
1491,21,10
1492,21,7
1493,9,10
1494,6,6
1495,14,14
1496,1,11
1497,2,2
1498,7,7
1499,10,10
1500,14,6
1501,23,2
1502,2,10
1503,4,9
1504,12,7
1505,1,1
1506,7,7
1507,4,21
1508,17,12
1509,17,17
1510,21,21
1511,4,21
1512,17,21
1513,20,7
1514,3,21
1515,20,7
1516,1,21
1517,22,3
1518,18,18
1519,21,4
1520,13,2
1521,22,10
1522,2,21
1523,3,3
1524,8,9
1525,7,14
1526,6,10
1527,6,21
1528,21,7
1529,14,9
1530,16,23
1531,14,14
1532,3,23
1533,10,9
1534,9,2
1535,7,7
1536,21,2
1537,7,7
1538,2,5
1539,12,10
1540,7,5
1541,5,3
1542,9,2
1543,9,7
1544,21,21
1545,9,2
1546,13,17
1547,14,10
1548,9,2
1549,13,10
1550,7,5
1551,11,23
1552,21,21
1553,21,21
1554,11,11
1555,4,7
1556,10,10
1557,3,7
1558,15,15
1559,7,7
1560,3,17
1561,6,9
1562,23,7
1563,8,21
1564,4,4
1565,10,10
1566,20,20
1567,21,21
1568,22,7
1569,21,23
1570,14,21
1571,14,14
1572,11,23
1573,23,23
1574,8,8
1575,4,23
1576,8,8
1577,4,10
1578,17,7
1579,13,13
1580,18,20
1581,6,6
1582,2,21
1583,22,7
1584,20,7
1585,14,22
1586,9,2
1587,13,13
1588,12,12
1589,21,21
1590,10,21
1591,7,7
1592,23,14
1593,13,5
1594,16,2
1595,16,12
1596,13,7
1597,12,21
1598,21,9
1599,7,10
1600,7,7
1601,12,7
1602,10,21
1603,7,7
1604,20,7
1605,21,10
1606,15,7
1607,10,10
1608,4,4
1609,7,21
1610,17,17
1611,12,3
1612,1,11
1613,3,3
1614,3,21
1615,23,21
1616,21,10
1617,14,14
1618,8,15
1619,4,23
1620,5,21
1621,12,11
1622,5,2
1623,7,7
1624,15,10
1625,21,21
1626,10,10
1627,17,3
1628,10,10
1629,1,1
1630,1,1
1631,12,10
1632,3,12
1633,7,7
1634,22,10
1635,11,11
1636,12,12
1637,7,7
1638,20,20
1639,8,21
1640,14,22
1641,12,12
1642,10,10
1643,10,21
1644,10,10
1645,11,11
1646,16,10
1647,14,21
1648,8,3
1649,7,7
1650,21,10
1651,1,10
1652,13,13
1653,22,21
1654,13,15
1655,2,21
1656,2,10
1657,4,21
1658,14,14
1659,10,10
1660,10,10
1661,11,23
1662,11,11
1663,21,8
1664,20,20
1665,9,4
1666,10,10
1667,10,7
1668,15,17
1669,10,7
1670,16,16
1671,22,22
1672,20,20
1673,7,9
1674,13,21
1675,7,7
1676,21,21
1677,9,10
1678,12,14
1679,0,9
1680,10,21
1681,10,14
1682,2,15
1683,6,21
1684,1,1
1685,6,3
1686,21,21
1687,9,11
1688,9,2
1689,8,20
1690,6,21
1691,13,13
1692,7,23
1693,3,7
1694,15,14
1695,10,10
1696,1,1
1697,10,10
1698,1,10
1699,7,7
1700,1,11
1701,21,21
1702,14,14
1703,11,7
1704,7,7
1705,7,7
1706,7,7
1707,6,10
1708,3,7
1709,7,7
1710,7,7
1711,6,6
1712,1,11
1713,7,7
1714,7,7
1715,6,1
1716,15,11
1717,16,16
1718,1,22
1719,14,14
1720,16,21
1721,4,2
1722,2,21
1723,6,9
1724,23,21
1725,14,14
1726,15,22
1727,22,21
1728,7,10
1729,7,7
1730,7,7
1731,22,21
1732,7,7
1733,7,7
1734,7,7
1735,7,7
1736,10,21
1737,14,7
1738,14,14
1739,14,10
1740,14,7
1741,16,7
1742,22,22
1743,21,7
1744,1,3
1745,7,7
1746,14,10
1747,10,21
1748,21,21
1749,8,7
1750,10,10
1751,23,23
1752,22,22
1753,4,21
1754,17,21
1755,14,14
1756,0,17
1757,14,14
1758,16,14
1759,7,7
1760,14,14
1761,22,22
1762,15,15
1763,21,5
1764,22,22
1765,7,7
1766,7,21
1767,2,21
1768,3,3
1769,5,13
1770,16,17
1771,17,3
1772,17,17
1773,20,16
1774,22,12
1775,21,9
1776,10,21
1777,12,12
1778,18,18
1779,8,7
1780,14,7
1781,14,14
1782,7,7
1783,7,1
1784,7,7
1785,15,14
1786,12,3
1787,1,1
1788,14,14
1789,23,7
1790,7,7
1791,7,7
1792,22,9
1793,13,13
1794,14,10
1795,7,10
1796,23,1
1797,4,15
1798,13,7
1799,13,15
1800,6,21
1801,13,7
1802,13,21
1803,13,7
1804,3,21
1805,3,7
1806,10,10
1807,7,7
1808,14,21
1809,4,7
1810,10,21
1811,11,2
1812,2,21
1813,16,23
1814,21,21
1815,21,2
1816,7,7
1817,10,10
1818,14,14
1819,4,10
1820,6,8
1821,14,21
1822,12,21
1823,3,3
1824,3,21
1825,16,16
1826,1,12
1827,1,1
1828,21,21
1829,22,22
1830,6,10
1831,6,10
1832,6,9
1833,5,21
1834,8,21
1835,10,10
1836,21,21
1837,14,21
1838,22,14
1839,10,10
1840,17,17
1841,14,12
1842,15,10
1843,21,21
1844,10,10
1845,21,21
1846,2,22
1847,14,10
1848,13,9
1849,22,7
1850,13,13
1851,7,2
1852,12,20
1853,10,10
1854,21,8
1855,10,10
1856,14,14
1857,10,10
1858,9,21
1859,13,15
1860,22,21
1861,23,7
1862,10,10
1863,0,10
1864,18,20
1865,6,2
1866,2,21
1867,8,12
1868,2,2
1869,2,2
1870,16,22
1871,14,21
1872,1,21
1873,20,20
1874,7,7
1875,18,2
1876,7,7
1877,15,15
1878,3,21
1879,14,21
1880,10,10
1881,14,14
1882,8,8
1883,14,14
1884,19,15
1885,6,21
1886,1,7
1887,20,21
1888,7,7
1889,22,22
1890,4,4
1891,1,1
1892,7,10
1893,2,2
1894,1,1
1895,10,10
1896,15,17
1897,16,21
1898,12,22
1899,17,1
1900,22,12
1901,11,22
1902,14,14
1903,10,10
1904,9,2
1905,10,10
1906,14,14
1907,21,21
1908,14,14
1909,1,11
1910,7,22
1911,7,15
1912,3,2
1913,3,14
1914,14,14
1915,16,21
1916,16,9
1917,5,5
1918,2,9
1919,15,15
1920,17,3
1921,14,21
1922,13,2
1923,2,21
1924,22,21
1925,4,14
1926,6,10
1927,1,7
1928,15,10
1929,4,4
1930,15,7
1931,21,7
1932,8,21
1933,6,9
1934,10,22
1935,4,14
1936,9,2
1937,7,7
1938,8,8
1939,6,6
1940,14,14
1941,17,22
1942,10,2
1943,12,21
1944,14,4
1945,14,5
1946,14,2
1947,1,12
1948,12,21
1949,1,21
1950,6,6
1951,21,10
1952,2,2
1953,10,10
1954,5,2
1955,13,13
1956,8,8
1957,10,10
1958,4,10
1959,7,7
1960,7,10
1961,14,19
1962,5,21
1963,6,22
1964,3,23
1965,17,17
1966,9,2
1967,10,23
1968,22,22
1969,7,21
1970,3,22
1971,14,23
1972,21,21
1973,12,12
1974,11,23
1975,21,21
1976,4,4
1977,10,10
1978,16,13
1979,21,21
1980,21,10
1981,12,1
1982,17,21
1983,16,13
1984,3,2
1985,14,21
1986,17,14
1987,10,10
1988,23,14
1989,14,21
1990,10,10
1991,2,9
1992,12,21
1993,7,7
1994,10,21
1995,22,7
1996,10,10
1997,10,10
1998,1,3
1999,21,16
2000,21,21
2001,14,14
2002,1,1
2003,6,10
2004,7,2
2005,7,7
2006,6,11
2007,6,11
2008,2,2
2009,7,7
2010,7,7
2011,15,15
2012,17,10
2013,17,23
2014,12,17
2015,9,15
2016,16,9
2017,23,2
2018,14,10
2019,22,4
2020,1,12
2021,2,21
2022,1,21
2023,8,7
2024,22,22
2025,21,21
2026,13,13
2027,6,21
2028,21,21
2029,12,16
2030,22,9
2031,7,7
2032,7,7
2033,14,8
2034,4,7
2035,2,2
2036,6,9
2037,7,7
2038,20,22
2039,21,20
2040,20,9
2041,4,2
2042,23,23
2043,7,7
2044,10,21
2045,7,21
2046,22,3
2047,7,21
2048,17,17
2049,9,22
2050,22,23
2051,14,14
2052,10,10
2053,1,1
2054,12,23
2055,10,2
2056,0,17
2057,2,12
2058,23,11
2059,14,12
2060,11,22
2061,23,2
2062,10,21
2063,18,21
2064,10,6
2065,21,10
2066,1,1
2067,7,7
2068,10,21
2069,21,22
2070,16,16
2071,12,23
2072,14,14
2073,12,17
2074,7,21
2075,10,7
2076,10,10
2077,7,17
2078,6,10
2079,3,21
2080,7,7
2081,11,7
2082,6,3
2083,14,14
2084,21,10
2085,14,14
2086,13,21
2087,21,21
2088,23,23
2089,10,10
2090,5,7
2091,4,3
2092,22,11
2093,18,10
2094,10,10
2095,13,13
2096,4,10
2097,22,10
2098,15,22
2099,16,16
2100,22,22
2101,14,14
2102,14,14
2103,11,11
2104,22,2
2105,8,8
2106,16,7
2107,16,2
2108,10,10
2109,23,9
2110,10,21
2111,10,10
2112,20,7
2113,1,15
2114,16,7
2115,6,10
2116,16,2
2117,6,11
2118,10,21
2119,4,21
2120,22,17
2121,7,7
2122,23,12
2123,21,10
2124,6,6
2125,20,7
2126,10,6
2127,14,14
2128,11,11
2129,10,21
2130,22,21
2131,2,2
2132,4,9
2133,8,7
2134,3,10
2135,4,12
2136,20,21
2137,23,14
2138,14,17
2139,1,1
2140,11,11
