,Unnamed: 0,Unnamed: 0.1,Question,QRep,Answer,Rep,Skill,Dataset,p,MacroCat,text,label,label2,is_valid,set_tag,is_test
15,15,15,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,senza te ne reni cono con la bocca ode con orecchio ,sancire,J,Mix,"('red', 1, 0)",red,senza te ne reni cono con la bocca ode con orecchio ,red,sancire,True,2,True
16,16,16,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",Descrizione,fa lavoro spetta e ,sancire,J,Mix,"('red', 1, 0)",red,fa lavoro spetta e ,red,sancire,True,2,True
17,17,17,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,so che e una persona ,generalizzazione,J,Mix,"('red', 3, 1)",red,so che e una persona ,red,generalizzazione,True,2,True
18,18,18,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,non consumo ,non_risposta,J,Mix,"('red', 3, 1)",red,non consumo ,red,non_risposta,True,2,True
19,19,19,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,criminale ,giudizio,J,Mix,"('red', 3, 1)",red,criminale ,red,giudizio,True,2,True
20,20,20,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,"prego cura interni allo istituito 
progr tratt terapeutici socio riabilitativo e ",descrizione,J,Mix,"('green', 0, 1)",green,"prego cura interni allo istituito 
progr tratt terapeutici socio riabilitativo e ",green,descrizione,True,2,True
21,21,21,Come descriverebbe una persona che “gode di salute”?,Descrizione,una persona di medicine che si reca pochissimo dal dottore che riesce a fare sporte eccitera ,descrizione,J,Mix,"('green', 0, 1)",green,una persona di medicine che si reca pochissimo dal dottore che riesce a fare sporte eccitera ,green,descrizione,True,2,True
22,22,22,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,Descrizione,mi sono informato su quasi tutti i sistemi penitenziari dello unione europea e le italia e quella che risulta essere pia arretrata riguardo le opportunita di trattate rieducativo e ,conferma,J,Mix,"('red', 2, 1)",red,mi sono informato su quasi tutti i sistemi penitenziari dello unione europea e le italia e quella che risulta essere pia arretrata riguardo le opportunita di trattate rieducativo e ,red,conferma,True,2,True
23,23,23,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,Descrizione,"numero educatori, assistenti sociali psicologi medici infermiere ",sancire,J,Mix,"('red', 1, 0)",red,"numero educatori, assistenti sociali psicologi medici infermiere ",red,sancire,True,2,True
24,24,24,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,dato che mi trovo peter in un contesto divo ,sancire,J,Mix,"('red', 1, 0)",red,dato che mi trovo peter in un contesto divo ,red,sancire,True,2,True
25,25,25,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,Descrizione,insistere per una partecip scuola ,sancire,J,Mix,"('red', 1, 0)",red,insistere per una partecip scuola ,red,sancire,True,2,True
26,26,26,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,ho scelto mi ha aiutato tanto il lavoro checco fatto ,commento,J,Mix,"('red', 3, 1)",red,ho scelto mi ha aiutato tanto il lavoro checco fatto ,red,commento,True,2,True
27,27,27,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere una persona Detenuta?,Descrizione,molto scarse e ,giudizio,J,Mix,"('red', 3, 1)",red,molto scarse e ,red,giudizio,True,2,True
28,28,28,Come descriverebbe una persona che “gode di salute”?,Descrizione,che frequenta i vari corsi e si adopera ,descrizione,J,Mix,"('green', 0, 1)",green,che frequenta i vari corsi e si adopera ,green,descrizione,True,2,True
29,29,29,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,neanche uno ,giudizio,J,Mix,"('red', 3, 1)",red,neanche uno ,red,giudizio,True,2,True
30,30,30,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,t le come che free queste attivo e ,descrizione,J,Mix,"('green', 0, 1)",green,t le come che free queste attivo e ,green,descrizione,True,2,True
31,31,31,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,ogni persona e un mondo ,giudizio,J,Mix,"('red', 3, 1)",red,ogni persona e un mondo ,red,giudizio,True,2,True
32,32,32,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,di solito e un passaparola tra detenuti ,commento,J,Mix,"('red', 3, 1)",red,di solito e un passaparola tra detenuti ,red,commento,True,2,True
33,33,33,Come descriverebbe una persona che “gode di salute”?,Descrizione,persona collaborativa ,giudizio,J,Mix,"('red', 3, 1)",red,persona collaborativa ,red,giudizio,True,2,True
34,34,34,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,Descrizione,se vanno molto d'accordo  ,descrizione,J,Mix,"('green', 0, 1)",green,se vanno molto d'accordo  ,green,descrizione,True,2,True
35,35,35,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",Descrizione,normale ,giudizio,J,Mix,"('red', 3, 1)",red,normale ,red,giudizio,True,2,True
36,36,36,Come descriverebbe una persona che è stata condannata per lo stesso reato che è stato imputato anche a lei?,Descrizione,e e e e 032 non fare cio che ho fatto io ,commento,J,Mix,"('red', 3, 1)",red,e e e e 032 non fare cio che ho fatto io ,red,commento,True,2,True
37,37,37,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,prenderei in considerazione anche le attivita sportiva compreso la scuola e gli educati ,giudizio,J,Mix,"('red', 3, 1)",red,prenderei in considerazione anche le attivita sportiva compreso la scuola e gli educati ,red,giudizio,True,2,True
38,38,38,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,fare un incontro assieme in palesava o una partita a pallone ,descrizione,J,Mix,"('green', 0, 1)",green,fare un incontro assieme in palesava o una partita a pallone ,green,descrizione,True,2,True
39,39,39,Come descriverebbe una persona che “gode di salute”?,Descrizione,soddisfatto del luogo in cui e sistemato e dell'ospitalità ,giudizio,J,Mix,"('red', 3, 1)",red,soddisfatto del luogo in cui e sistemato e dell'ospitalità ,red,giudizio,True,2,True
40,40,40,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,da pero che sono qui da molto tempo ,descrizione,J,Mix,"('green', 0, 1)",green,da pero che sono qui da molto tempo ,green,descrizione,True,2,True
41,41,41,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,e se voleva dio di indicati la strada giusta e allontanai dal peccato aden ,commento,J,Mix,"('red', 3, 1)",red,e se voleva dio di indicati la strada giusta e allontanai dal peccato aden ,red,commento,True,2,True
42,42,42,Come ti descriveresti prima di entrare in carcere?,Descrizione,normale ,descrizione,J,Mix,"('green', 0, 1)",green,normale ,green,descrizione,True,2,True
43,43,43,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,viene avvisato il consolato se la persona detenuta e d accordo ,descrizione,J,Mix,"('green', 0, 1)",green,viene avvisato il consolato se la persona detenuta e d accordo ,green,descrizione,True,2,True
44,44,44,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,dai peter nat rumin ,descrizione,J,Mix,"('green', 0, 1)",green,dai peter nat rumin ,green,descrizione,True,2,True
45,45,45,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,primo voglio dire la redenzione meglio della curai ,generalizzazione,J,Mix,"('red', 3, 1)",red,primo voglio dire la redenzione meglio della curai ,red,generalizzazione,True,2,True
46,46,46,Come ti descriveresti prima di entrare in carcere?,Descrizione,una persona e lavoratrice e non problematica e affettuoso e un padre ,descrizione,J,Mix,"('green', 0, 1)",green,una persona e lavoratrice e non problematica e affettuoso e un padre ,green,descrizione,True,2,True
47,47,47,Come ti descriveresti prima di entrare in carcere?,Descrizione,mettendo in difficolta lo svolgimento delle attivita ,implicazione,J,Mix,"('red', 9, 7)",red,mettendo in difficolta lo svolgimento delle attivita ,red,implicazione,True,2,True
48,48,48,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,descrivi la persona lo stesso reato ha sbagliato ,sancire,J,Mix,"('red', 1, 0)",red,descrivi la persona lo stesso reato ha sbagliato ,red,sancire,True,2,True
49,49,49,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,"perche quando finisce la pena non trovo
nulla che mi fa stare tranquillo oppure
bene
 ",previsione,J,Mix,"('red', 5, 4)",red,"perche quando finisce la pena non trovo
nulla che mi fa stare tranquillo oppure
bene
 ",red,previsione,True,2,True
50,50,50,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",Descrizione,mancanza di corsi adeguati ,descrizione,J,Mix,"('green', 0, 1)",green,mancanza di corsi adeguati ,green,descrizione,True,2,True
51,51,51,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,non lo so ,non_risposta,J,Mix,"('red', 3, 1)",red,non lo so ,red,non_risposta,True,2,True
52,52,52,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,Descrizione,comunque come corsi interni va abbastanza bene ,giudizio,J,Mix,"('red', 3, 1)",red,comunque come corsi interni va abbastanza bene ,red,giudizio,True,2,True
53,53,53,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,bisogna che sci permettono di stare pia a lungo in aria aperta che ci sia pia rispetto verso di noi che ci sia una palesava che ci diano lavoro ,giudizio,J,Mix,"('red', 3, 1)",red,bisogna che sci permettono di stare pia a lungo in aria aperta che ci sia pia rispetto verso di noi che ci sia una palesava che ci diano lavoro ,red,giudizio,True,2,True
54,54,54,Come ti descriveresti prima di entrare in carcere?,Descrizione,una persona che non pensava a quello che faceva ,generalizzazione,J,Mix,"('red', 3, 1)",red,una persona che non pensava a quello che faceva ,red,generalizzazione,True,2,True
55,55,55,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,(4) che faccio sporte ,descrizione,J,Mix,"('green', 0, 1)",green,(4) che faccio sporte ,green,descrizione,True,2,True
56,56,56,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,"verifica tossi 
predisp progetto e intramurario e domiciliare o comunitario e e ",descrizione,J,Mix,"('green', 0, 1)",green,"verifica tossi 
predisp progetto e intramurario e domiciliare o comunitario e e ",green,descrizione,True,2,True
57,57,57,Come descriverebbe una persona che “gode di salute”?,Descrizione,molto espansiva collaborativa ,giudizio,J,Mix,"('red', 3, 1)",red,molto espansiva collaborativa ,red,giudizio,True,2,True
58,58,58,Come descriverebbe una persona che è stata condannata per lo stesso reato che è stato imputato anche a lei?,Descrizione,e e e e 092 sci sono condannato aver fatto cinema gli hanno condannato ,contrapposizione,J,Mix,"('red', 6, 4)",red,e e e e 092 sci sono condannato aver fatto cinema gli hanno condannato ,red,contrapposizione,True,2,True
59,59,59,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,le attivo tratta reduci sono adatte alla vita del caro e ,giudizio,J,Mix,"('red', 3, 1)",red,le attivo tratta reduci sono adatte alla vita del caro e ,red,giudizio,True,2,True
60,60,60,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,Descrizione,disumano ,commento,J,Mix,"('red', 3, 1)",red,disumano ,red,commento,True,2,True
61,61,61,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,ogni tanto un pot di marziana non fa male ,commento,J,Mix,"('red', 3, 1)",red,ogni tanto un pot di marziana non fa male ,red,commento,True,2,True
62,62,62,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,Descrizione,"non ci sono'dentro ne fuori dato che ti buttano fuori non certo e rieducata"" ma smacchiata a vista nonostante una persona st impegni a rientrare in societ ",sancire,J,Mix,"('red', 1, 0)",red,"non ci sono'dentro ne fuori dato che ti buttano fuori non certo e rieducata"" ma smacchiata a vista nonostante una persona st impegni a rientrare in societ ",red,sancire,True,2,True
63,63,63,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,colloqui con assista e psicologo e educati e e qualora necessario con psichiatra e e con operatori sent equivalenti con personale dirige carcere ,descrizione,J,Mix,"('green', 0, 1)",green,colloqui con assista e psicologo e educati e e qualora necessario con psichiatra e e con operatori sent equivalenti con personale dirige carcere ,green,descrizione,True,2,True
64,64,64,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,distribui metadone ,sancire,J,Mix,"('red', 1, 0)",red,distribui metadone ,red,sancire,True,2,True
65,65,65,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,Descrizione,buone ,contrapposizione,J,Mix,"('red', 6, 4)",red,buone ,red,contrapposizione,True,2,True
66,66,66,Come descriverebbe una persona che “gode di salute”?,Descrizione,tranquilla con obiettivi ,giudizio,J,Mix,"('red', 3, 1)",red,tranquilla con obiettivi ,red,giudizio,True,2,True
67,67,67,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,ho conosce info dalla completa est che ho a all est della prigione e dagli studi completi che ho fatto ,descrizione,J,Mix,"('green', 0, 1)",green,ho conosce info dalla completa est che ho a all est della prigione e dagli studi completi che ho fatto ,green,descrizione,True,2,True
68,68,68,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,Descrizione,modalita di svolgimento dei colloqui con i familiari ,sancire,J,Mix,"('red', 1, 0)",red,modalita di svolgimento dei colloqui con i familiari ,red,sancire,True,2,True
69,69,69,Come descriverebbe una persona che “gode di salute”?,Descrizione,attiva e partecipi ,giudizio,J,Mix,"('red', 3, 1)",red,attiva e partecipi ,red,giudizio,True,2,True
70,70,70,Come ti descriveresti prima di entrare in carcere?,Descrizione,"non ho avuto occasione di poter frequente corsi che mi 
permetterebbero di migliorare le mia competenze professionali e ",descrizione,J,Mix,"('green', 0, 1)",green,"non ho avuto occasione di poter frequente corsi che mi 
permetterebbero di migliorare le mia competenze professionali e ",green,descrizione,True,2,True
71,71,71,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,non lo sop ma penso che sbagliando una seconda volta sarei studido e senza cervello ,generalizzazione,J,Mix,"('red', 3, 1)",red,non lo sop ma penso che sbagliando una seconda volta sarei studido e senza cervello ,red,generalizzazione,True,2,True
72,72,72,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,atto i resi e gli avvisi ,descrizione,J,Mix,"('green', 0, 1)",green,atto i resi e gli avvisi ,green,descrizione,True,2,True
73,73,73,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",Descrizione,non c e tess rifer tra aravo e occidente solo la fede e ,commento,J,Mix,"('red', 3, 1)",red,non c e tess rifer tra aravo e occidente solo la fede e ,red,commento,True,2,True
74,74,74,Come ti descriveresti prima di entrare in carcere?,Descrizione,e normale e ,descrizione,J,Mix,"('green', 0, 1)",green,e normale e ,green,descrizione,True,2,True
75,75,75,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,tutto sballato ,sancire,J,Mix,"('red', 1, 0)",red,tutto sballato ,red,sancire,True,2,True
76,76,76,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,che lo so che queste cose in caro e ,commento,J,Mix,"('red', 3, 1)",red,che lo so che queste cose in caro e ,red,commento,True,2,True
77,77,77,Come si descriverebbe come persona straniera detenuta,Descrizione,non mi sento vivere in questo mondo come resto gente ,sancire,J,Mix,"('red', 1, 0)",red,non mi sento vivere in questo mondo come resto gente ,red,sancire,True,2,True
78,78,78,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,la descrivi che aiuta la persona a ridere e al dimenticati ,commento,J,Mix,"('red', 3, 1)",red,la descrivi che aiuta la persona a ridere e al dimenticati ,red,commento,True,2,True
79,79,79,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,no perche soffro ,sancire,J,Mix,"('red', 1, 0)",red,no perche soffro ,red,sancire,True,2,True
80,80,80,Come descriverebbe una persona che è stata condannata per lo stesso reato che è stato imputato anche a lei?,Descrizione,e e e e 087 non e buono ,giudizio,J,Mix,"('red', 3, 1)",red,e e e e 087 non e buono ,red,giudizio,True,2,True
81,81,81,Come descriverebbe una persona che “gode di salute”?,Descrizione,buona ,giudizio,J,Mix,"('red', 3, 1)",red,buona ,red,giudizio,True,2,True
82,82,82,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,Descrizione,la forte familiarita tra detenuti italiano e stranieri ,giudizio,J,Mix,"('red', 3, 1)",red,la forte familiarita tra detenuti italiano e stranieri ,red,giudizio,True,2,True
83,83,83,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,044) superiore a tutti offensivo credo che nessuno mi può toccare sono aggressivo ,giudizio,J,Mix,"('red', 3, 1)",red,044) superiore a tutti offensivo credo che nessuno mi può toccare sono aggressivo ,red,giudizio,True,2,True
84,84,84,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,e che solo dio opera su di lei ,sancire,J,Mix,"('red', 1, 0)",red,e che solo dio opera su di lei ,red,sancire,True,2,True
85,85,85,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,normale dal punto di vista mentali ,giudizio,J,Mix,"('red', 3, 1)",red,normale dal punto di vista mentali ,red,giudizio,True,2,True
86,86,86,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,Descrizione,parlare e confidarsi ,generalizzazione,J,Mix,"('red', 3, 1)",red,parlare e confidarsi ,red,generalizzazione,True,2,True
87,87,87,Come ti descriveresti prima di entrare in carcere?,Descrizione,ad esempio di ha dato le autorizzazione ad uscire e visitare una stazione elettrica con gli studenti dello alta sicurezza mettendo in essere tutte le azioni atto a consentiro anche in termini di sicurezza e ,generalizzazione,J,Mix,"('red', 3, 1)",red,ad esempio di ha dato le autorizzazione ad uscire e visitare una stazione elettrica con gli studenti dello alta sicurezza mettendo in essere tutte le azioni atto a consentiro anche in termini di sicurezza e ,red,generalizzazione,True,2,True
88,88,88,Come ti descriveresti prima di entrare in carcere?,Descrizione,noi medici avremmo diritto a fare dei corsi adulazione continua in medicina pagati dallo amministrazione penitenziaria e ,commento,J,Mix,"('red', 3, 1)",red,noi medici avremmo diritto a fare dei corsi adulazione continua in medicina pagati dallo amministrazione penitenziaria e ,red,commento,True,2,True
89,89,89,Come descriverebbe una persona che “gode di salute”?,Descrizione,"che quando incontro non si lamenta del medico e della sua fruibilità, ma di un piccolo dolore che chiarire e curero in settimana ",contrapposizione,J,Mix,"('red', 6, 4)",red,"che quando incontro non si lamenta del medico e della sua fruibilità, ma di un piccolo dolore che chiarire e curero in settimana ",red,contrapposizione,True,2,True
90,90,90,Come descriverebbe una persona che è stata condannata per lo stesso reato che è stato imputato anche a lei?,Descrizione,e e e e 039 deve avere un pot di pazienza ,prescrizione,J,Mix,"('yellow', 4, 4)",yellow,e e e e 039 deve avere un pot di pazienza ,yellow,prescrizione,True,2,True
91,91,91,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,"affidamento 
affidamento per tossicodip e ",descrizione,J,Mix,"('green', 0, 1)",green,"affidamento 
affidamento per tossicodip e ",green,descrizione,True,2,True
92,92,92,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,attivita lavori ,generalizzazione,J,Mix,"('red', 3, 1)",red,attivita lavori ,red,generalizzazione,True,2,True
93,93,93,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,le adulazione esterna ,generalizzazione,J,Mix,"('red', 3, 1)",red,le adulazione esterna ,red,generalizzazione,True,2,True
94,94,94,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,dislocando con la poli peni ,descrizione,J,Mix,"('green', 0, 1)",green,dislocando con la poli peni ,green,descrizione,True,2,True
95,95,95,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",Descrizione,non so ,non_risposta,J,Mix,"('red', 3, 1)",red,non so ,red,non_risposta,True,2,True
96,96,96,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,socialista tra detenute ,generalizzazione,J,Mix,"('red', 3, 1)",red,socialista tra detenute ,red,generalizzazione,True,2,True
97,97,97,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,"prima di tutto il tratt rieducativo
a livello psicologici e allontana lo stesse i brutti
pensieri che causano malintesi ecc ",causa,J,Mix,"('red', 2, 1)",red,"prima di tutto il tratt rieducativo
a livello psicologici e allontana lo stesse i brutti
pensieri che causano malintesi ecc ",red,causa,True,2,True
98,98,98,Come ti descriveresti prima di entrare in carcere?,Descrizione,io non avevo idea perche e la prima volta ma e stata bruttissima ,non_risposta,J,Mix,"('red', 3, 1)",red,io non avevo idea perche e la prima volta ma e stata bruttissima ,red,non_risposta,True,2,True
