,index,Unnamed: 0,Question,QRep,Answer,Rep,Skill,Dataset,p,MacroCat,text,label,label2,is_valid,set_tag,is_test
10,10,10,Come descriverebbe un trattamento efficace?,Descrizione,"in_grado_di rispondere_ai_bisogn primari dell' utente, di soddisfare le sue 
esigenze di reinserimento_social e di prevenire eventuali ricadute in 
comportamenti antisociali. 
",giudizio,J,Mix,"('red', 3, 1)",red,"in_grado_di rispondere_ai_bisogn primari dell' utente, di soddisfare le sue 
esigenze di reinserimento_social e di prevenire eventuali ricadute in 
comportamenti antisociali. 
",red,giudizio,True,2,True
11,11,11,Come descriverebbe un trattamento efficace?,Descrizione,utile_per_la_popolaz detenuta,giudizio,J,Mix,"('red', 3, 1)",red,utile_per_la_popolaz detenuta,red,giudizio,True,2,True
12,12,12,Come descriverebbe un trattamento efficace?,Descrizione,"un_elemento necessario ed utile_al_reinserimen dei detenuti 
nella_vita_sociale
",giudizio,J,Mix,"('red', 3, 1)",red,"un_elemento necessario ed utile_al_reinserimen dei detenuti 
nella_vita_sociale
",red,giudizio,True,2,True
13,13,13,Come descriverebbe un trattamento efficace?,Descrizione,"per avere un trattamento efficace bisogna avere delle_strutture adeguate ai detenuti ristretti
",valutazione,J,Mix,"('yellow', 5, 5)",yellow,"per avere un trattamento efficace bisogna avere delle_strutture adeguate ai detenuti ristretti
",yellow,valutazione,True,2,True
14,14,14,Come descriverebbe un trattamento efficace?,Descrizione,"capace di dare inizio ad un processo di rivisitazione critica del vissuto 
deviante; che permetta l' espressione delle potenzialità positive insite 
nel_soggetto e valorizzarle; capace di produrre un cambiamento di 
atteggiamento e di comportamento; capace di ricucire la frattura sociale 
dovuta alla commissione del reato
",giudizio,J,Mix,"('red', 3, 1)",red,"capace di dare inizio ad un processo di rivisitazione critica del vissuto 
deviante; che permetta l' espressione delle potenzialità positive insite 
nel_soggetto e valorizzarle; capace di produrre un cambiamento di 
atteggiamento e di comportamento; capace di ricucire la frattura sociale 
dovuta alla commissione del reato
",red,giudizio,True,2,True
15,15,15,Come descriverebbe un trattamento efficace?,Descrizione,il detenuto non delinqua più,sancire,J,Mix,"('red', 1, 0)",red,il detenuto non delinqua più,red,sancire,True,2,True
16,16,16,Come descriverebbe un trattamento efficace?,Descrizione,un_trattamento dia almeno il 50% dei_risultati positivi,giudizio,J,Mix,"('red', 3, 1)",red,un_trattamento dia almeno il 50% dei_risultati positivi,red,giudizio,True,2,True
17,17,17,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,importante,giudizio,J,Mix,"('red', 3, 1)",red,importante,red,giudizio,True,2,True
18,18,18,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,lavorare all-int dell' istituto,descrizione,J,Mix,"('green', 0, 1)",green,lavorare all-int dell' istituto,green,descrizione,True,2,True
19,19,19,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,la-conosco xche-ho-usuf di questa-opport di trattam-ried,descrizione,J,Mix,"('green', 0, 1)",green,la-conosco xche-ho-usuf di questa-opport di trattam-ried,green,descrizione,True,2,True
20,20,20,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,tr-l-educ,descrizione,J,Mix,"('green', 0, 1)",green,tr-l-educ,green,descrizione,True,2,True
21,21,21,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,l-interno dell' istituto,generalizzazione,J,Mix,"('red', 3, 1)",red,l-interno dell' istituto,red,generalizzazione,True,2,True
22,22,22,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,non-ho-capito,giustificazione,J,Mix,"('red', 4, 1)",red,non-ho-capito,red,giustificazione,True,2,True
23,23,23,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,quando-ero-malato,generalizzazione,J,Mix,"('red', 3, 1)",red,quando-ero-malato,red,generalizzazione,True,2,True
24,24,24,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,attr la perman in-carc,generalizzazione,J,Mix,"('red', 3, 1)",red,attr la perman in-carc,red,generalizzazione,True,2,True
25,25,25,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,attr la prec-perman in-carc,generalizzazione,J,Mix,"('red', 3, 1)",red,attr la prec-perman in-carc,red,generalizzazione,True,2,True
26,26,26,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,tr noi-stessi,descrizione,J,Mix,"('green', 0, 1)",green,tr noi-stessi,green,descrizione,True,2,True
27,27,27,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,dallo-scritto,generalizzazione,J,Mix,"('red', 3, 1)",red,dallo-scritto,red,generalizzazione,True,2,True
28,28,28,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,dalle-lettere e dagli-altri-deten,descrizione,J,Mix,"('green', 0, 1)",green,dalle-lettere e dagli-altri-deten,green,descrizione,True,2,True
30,30,30,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,dalle-lettere e dagli amici-di-un-altro,descrizione,J,Mix,"('green', 0, 1)",green,dalle-lettere e dagli amici-di-un-altro,green,descrizione,True,2,True
31,31,31,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,"non-vedendoc-ben, ho-segnato tut-cio-si-dov-fa per il reinserimento di queste-pers;",descrizione,J,Mix,"('green', 0, 1)",green,"non-vedendoc-ben, ho-segnato tut-cio-si-dov-fa per il reinserimento di queste-pers;",green,descrizione,True,2,True
32,32,32,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,"io perslmente,",non_risposta,J,Mix,"('red', 3, 1)",red,"io perslmente,",red,non_risposta,True,2,True
33,33,33,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,"in-3anni-7mesi parlo-sol-cn-m-fam al telefono, dato che, per la situazione in cui si-trovano tutti i miei parenti, non-poss-ven-trov",non_risposta,J,Mix,"('red', 3, 1)",red,"in-3anni-7mesi parlo-sol-cn-m-fam al telefono, dato che, per la situazione in cui si-trovano tutti i miei parenti, non-poss-ven-trov",red,non_risposta,True,2,True
34,34,34,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,ho-av-l-info di-trattam-rieduc con-la-scuola,descrizione,J,Mix,"('green', 0, 1)",green,ho-av-l-info di-trattam-rieduc con-la-scuola,green,descrizione,True,2,True
35,35,35,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,"e 
fatto con la speranza che mi-aiuta",possibilita,J,Mix,"('yellow', 2, 2)",yellow,"e 
fatto con la speranza che mi-aiuta",yellow,possibilita,True,2,True
36,36,36,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,in una maniera-positiva,giudizio,J,Mix,"('red', 3, 1)",red,in una maniera-positiva,red,giudizio,True,2,True
37,37,37,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,le opport sono-tante per il trattam-rieduc,giudizio,J,Mix,"('red', 3, 1)",red,le opport sono-tante per il trattam-rieduc,red,giudizio,True,2,True
38,38,38,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,"la prigione uccide-l-anima interiormente
",causa,J,Mix,"('red', 2, 1)",red,"la prigione uccide-l-anima interiormente
",red,causa,True,2,True
39,39,39,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,"se non ha ness in-partic-se-stran 
",causa,J,Mix,"('red', 2, 1)",red,"se non ha ness in-partic-se-stran 
",red,causa,True,2,True
40,40,40,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,non-e-cosi-buono,non_risposta,J,Mix,"('red', 3, 1)",red,non-e-cosi-buono,red,non_risposta,True,2,True
41,41,41,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,ho-av-l-info grazie-all' indicazione,descrizione,J,Mix,"('green', 0, 1)",green,ho-av-l-info grazie-all' indicazione,green,descrizione,True,2,True
42,42,42,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,"qlch-xs-ne-ha-par xche-io le-ho-ancora-viste 
",descrizione,J,Mix,"('green', 0, 1)",green,"qlch-xs-ne-ha-par xche-io le-ho-ancora-viste 
",green,descrizione,True,2,True
43,43,43,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,perche le-vedo-sempre,sancire,J,Mix,"('red', 1, 0)",red,perche le-vedo-sempre,red,sancire,True,2,True
44,44,44,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,dentro-il-carc,generalizzazione,J,Mix,"('red', 3, 1)",red,dentro-il-carc,red,generalizzazione,True,2,True
45,45,45,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,non-lo-so,sancire,J,Mix,"('red', 1, 0)",red,non-lo-so,red,sancire,True,2,True
46,46,46,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,e gia un-mese-sono-qui,non_risposta,J,Mix,"('red', 3, 1)",red,e gia un-mese-sono-qui,red,non_risposta,True,2,True
47,47,47,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,"avevo gia disc-cn-mio-amic di-questo, 
",descrizione,J,Mix,"('green', 0, 1)",green,"avevo gia disc-cn-mio-amic di-questo, 
",green,descrizione,True,2,True
48,48,48,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,era-nella-prig aveva gia avuto l' accesso,specificazione,J,Mix,"('yellow', 1, 1)",yellow,era-nella-prig aveva gia avuto l' accesso,yellow,specificazione,True,2,True
49,49,49,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,attr-i-deten,descrizione,J,Mix,"('green', 0, 1)",green,attr-i-deten,green,descrizione,True,2,True
50,50,50,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,ho-conosciuto domande xche-leggo dei libri,descrizione,J,Mix,"('green', 0, 1)",green,ho-conosciuto domande xche-leggo dei libri,green,descrizione,True,2,True
51,51,51,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,"questa-vita la vivevo prima-d' entrare-in-prig 
",non_risposta,J,Mix,"('red', 3, 1)",red,"questa-vita la vivevo prima-d' entrare-in-prig 
",red,non_risposta,True,2,True
52,52,52,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,non-lo-so ,sancire,J,Mix,"('red', 1, 0)",red,non-lo-so ,red,sancire,True,2,True
53,53,53,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,"lav-all-int-d prigione e lavoravo-all-est della prigione perche avevo-la-forza, e fuori avevo-un-lavoro ma dopo non ci fu niente-da-fare",non_risposta,J,Mix,"('red', 3, 1)",red,"lav-all-int-d prigione e lavoravo-all-est della prigione perche avevo-la-forza, e fuori avevo-un-lavoro ma dopo non ci fu niente-da-fare",red,non_risposta,True,2,True
54,54,54,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,il lav-all-est-della prigione,non_risposta,J,Mix,"('red', 3, 1)",red,il lav-all-est-della prigione,red,non_risposta,True,2,True
55,55,55,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,"lavoro all-int-della prigione perche cosi-passa-il-tempo,",non_risposta,J,Mix,"('red', 3, 1)",red,"lavoro all-int-della prigione perche cosi-passa-il-tempo,",red,non_risposta,True,2,True
56,56,56,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,"ho rapp-con-la-famig scrivendo-lettere per-sap-lor-not in-partic mia mamma 
",non_risposta,J,Mix,"('red', 3, 1)",red,"ho rapp-con-la-famig scrivendo-lettere per-sap-lor-not in-partic mia mamma 
",red,non_risposta,True,2,True
57,57,57,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,ness-risposta perche non-ho-capito il significato,giustificazione,J,Mix,"('red', 4, 1)",red,ness-risposta perche non-ho-capito il significato,red,giustificazione,True,2,True
58,58,58,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,la so questa domanda,non_risposta,J,Mix,"('red', 3, 1)",red,la so questa domanda,red,non_risposta,True,2,True
59,59,59,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,le sapevo queste-domande.,non_risposta,J,Mix,"('red', 3, 1)",red,le sapevo queste-domande.,red,non_risposta,True,2,True
60,60,60,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,non-rispondo perche non-capisco la domanda,giustificazione,J,Mix,"('red', 4, 1)",red,non-rispondo perche non-capisco la domanda,red,giustificazione,True,2,True
61,61,61,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,non-ho-ness-prob.,non_risposta,J,Mix,"('red', 3, 1)",red,non-ho-ness-prob.,red,non_risposta,True,2,True
62,62,62,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,"ho-conosciuto l' opport-trattam che ho-segnato nella-dom-prec perche ho-av-l-esp come-straniero per 
8-anni-in-liberta e in-carc e 30-anni-sono-passati della-mia-vita 
",descrizione,J,Mix,"('green', 0, 1)",green,"ho-conosciuto l' opport-trattam che ho-segnato nella-dom-prec perche ho-av-l-esp come-straniero per 
8-anni-in-liberta e in-carc e 30-anni-sono-passati della-mia-vita 
",green,descrizione,True,2,True
63,63,63,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,"dai deten-sono-con-me 
",descrizione,J,Mix,"('green', 0, 1)",green,"dai deten-sono-con-me 
",green,descrizione,True,2,True
64,64,64,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,"attr-massmedia 
",descrizione,J,Mix,"('green', 0, 1)",green,"attr-massmedia 
",green,descrizione,True,2,True
65,65,65,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,l-ho-visto,sancire,J,Mix,"('red', 1, 0)",red,l-ho-visto,red,sancire,True,2,True
66,66,66,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,"non-lo-so 
",sancire,J,Mix,"('red', 1, 0)",red,"non-lo-so 
",red,sancire,True,2,True
67,67,67,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,"ho-conosciuto delle-opport di trat-rieduc dalla-massmedia, dall-istituto",descrizione,J,Mix,"('green', 0, 1)",green,"ho-conosciuto delle-opport di trat-rieduc dalla-massmedia, dall-istituto",green,descrizione,True,2,True
68,68,68,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,non-ho-ness-problema,non_risposta,J,Mix,"('red', 3, 1)",red,non-ho-ness-problema,red,non_risposta,True,2,True
69,69,69,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,questa-vita la vivevo prima-d-entrare in-carc,non_risposta,J,Mix,"('red', 3, 1)",red,questa-vita la vivevo prima-d-entrare in-carc,red,non_risposta,True,2,True
70,70,70,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,"ho-av-l-info tr-le-deten 
",descrizione,J,Mix,"('green', 0, 1)",green,"ho-av-l-info tr-le-deten 
",green,descrizione,True,2,True
71,71,71,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,con il freq-altri-deten ,descrizione,J,Mix,"('green', 0, 1)",green,con il freq-altri-deten ,green,descrizione,True,2,True
72,72,72,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,attr gli agenti-penit,descrizione,J,Mix,"('green', 0, 1)",green,attr gli agenti-penit,green,descrizione,True,2,True
73,73,73,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,"non-conosco-ness xche-io sono sano-di-salute e 
sano-di-mente,",sancire,J,Mix,"('red', 1, 0)",red,"non-conosco-ness xche-io sono sano-di-salute e 
sano-di-mente,",red,sancire,True,2,True
74,74,74,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,ma credo che queste-cose facciano-bene psicologicamente,opinione,J,Mix,"('red', 5, 3)",red,ma credo che queste-cose facciano-bene psicologicamente,red,opinione,True,2,True
75,75,75,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,"non-ne-ho-con-ness 
",non_risposta,J,Mix,"('red', 3, 1)",red,"non-ne-ho-con-ness 
",red,non_risposta,True,2,True
76,76,76,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,me-lo-hanno-detto i miei-amici,descrizione,J,Mix,"('green', 0, 1)",green,me-lo-hanno-detto i miei-amici,green,descrizione,True,2,True
77,77,77,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,"mi e-stato-detto da-un-operatore, dai comp-di-cella 
",descrizione,J,Mix,"('green', 0, 1)",green,"mi e-stato-detto da-un-operatore, dai comp-di-cella 
",green,descrizione,True,2,True
78,78,78,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,"xche-sono i benefici che si-hanno in-galera 
",sancire,J,Mix,"('red', 1, 0)",red,"xche-sono i benefici che si-hanno in-galera 
",red,sancire,True,2,True
79,79,79,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,bene ,non_risposta,J,Mix,"('red', 3, 1)",red,bene ,red,non_risposta,True,2,True
80,80,80,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,"partecipando alle lezioni-proposte scuola parlando, chiedendo-consig alle agenti, assistendo a tutte-le-attiv",descrizione,J,Mix,"('green', 0, 1)",green,"partecipando alle lezioni-proposte scuola parlando, chiedendo-consig alle agenti, assistendo a tutte-le-attiv",green,descrizione,True,2,True
81,81,81,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,i deten parlano,generalizzazione,J,Mix,"('red', 3, 1)",red,i deten parlano,red,generalizzazione,True,2,True
82,82,82,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,dagli-altri-deten. ,descrizione,J,Mix,"('green', 0, 1)",green,dagli-altri-deten. ,green,descrizione,True,2,True
83,83,83,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,l-ho-visti ,sancire,J,Mix,"('red', 1, 0)",red,l-ho-visti ,red,sancire,True,2,True
84,84,84,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,dalla-direttrice ,descrizione,J,Mix,"('green', 0, 1)",green,dalla-direttrice ,green,descrizione,True,2,True
85,85,85,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,"non sono mai-stata-carc, mi-sono-ammalata,
sono-paralizzata, vi prego scrivetemi subito 
",non_risposta,J,Mix,"('red', 3, 1)",red,"non sono mai-stata-carc, mi-sono-ammalata,
sono-paralizzata, vi prego scrivetemi subito 
",red,non_risposta,True,2,True
86,86,86,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,in-carc,generalizzazione,J,Mix,"('red', 3, 1)",red,in-carc,red,generalizzazione,True,2,True
87,87,87,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,"lo-so perche lo-sto-vivendo 
",sancire,J,Mix,"('red', 1, 0)",red,"lo-so perche lo-sto-vivendo 
",red,sancire,True,2,True
88,88,88,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,"ho-letto sul-muro 
",descrizione,J,Mix,"('green', 0, 1)",green,"ho-letto sul-muro 
",green,descrizione,True,2,True
89,89,89,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,"tra-pop-deten si-parla-sempre 
dei-carc e i prob-che-esist sempre. 
",descrizione,J,Mix,"('green', 0, 1)",green,"tra-pop-deten si-parla-sempre 
dei-carc e i prob-che-esist sempre. 
",green,descrizione,True,2,True
90,90,90,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,"ho-visto delle pers-hanno-pass
questa-esp 
",descrizione,J,Mix,"('green', 0, 1)",green,"ho-visto delle pers-hanno-pass
questa-esp 
",green,descrizione,True,2,True
91,91,91,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,attr-tv e attr-gli-amici,descrizione,J,Mix,"('green', 0, 1)",green,attr-tv e attr-gli-amici,green,descrizione,True,2,True
92,92,92,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,ripeto che non-so-bene la legge-della-prig.,giustificazione,J,Mix,"('red', 4, 1)",red,ripeto che non-so-bene la legge-della-prig.,red,giustificazione,True,2,True
93,93,93,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,lav-all-est dell' istituto,non_risposta,J,Mix,"('red', 3, 1)",red,lav-all-est dell' istituto,red,non_risposta,True,2,True
94,94,94,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,ho-conosciuto le opport-trattam perche le-ho-capite,sancire,J,Mix,"('red', 1, 0)",red,ho-conosciuto le opport-trattam perche le-ho-capite,red,sancire,True,2,True
95,95,95,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,"ho-conosciuto opport dai-deten in-questa prigione,",descrizione,J,Mix,"('green', 0, 1)",green,"ho-conosciuto opport dai-deten in-questa prigione,",green,descrizione,True,2,True
96,96,96,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,"ho-seguito un-corso dentro 
l' istituto e ho-lavorato per-un-periodo determinato",descrizione,J,Mix,"('green', 0, 1)",green,"ho-seguito un-corso dentro 
l' istituto e ho-lavorato per-un-periodo determinato",green,descrizione,True,2,True
