,Unnamed: 0,Question,Qrep,Answer,Rep,Skill,Dataset,p,MacroCat,text,label,label2,is_valid,set_tag,is_test
21,21,Come descriverebbe una persona detenuta?,descrizione,Sicuramente ho imparato ad avere fiducia in me stesso e negli altri e non agire di impulso,sancire,S,RD,"('red', 1, 0)",red,Sicuramente ho imparato ad avere fiducia in me stesso e negli altri e non agire di impulso,red,sancire,True,2,True
22,22,Come descriverebbe una violenza sessuale?,descrizione,gli elementi che mi portano a riconoscere la violenza sessuale sono appunto tutti quegli atti legati strettamente alla sfera sessuale,descrizione,S,RD,"('green', 0, 1)",green,gli elementi che mi portano a riconoscere la violenza sessuale sono appunto tutti quegli atti legati strettamente alla sfera sessuale,green,descrizione,True,2,True
23,23,Come descriverebbe una violenza sessuale?,descrizione,Ci portava a dormire fuori in campeggio o in campagna dalla madre,non_risposta,S,RD,"('red', 3, 1)",red,Ci portava a dormire fuori in campeggio o in campagna dalla madre,red,non_risposta,True,2,True
24,24,Come descriverebbe gli aspetti critici del territorio e della comunità?,descrizione,"1) sono causa di difficoltà economiche e sociali per molte famiglie
2) comporta rischi per i residenti",causa,S,RD,"('red', 2, 1)",red,"1) sono causa di difficoltà economiche e sociali per molte famiglie
2) comporta rischi per i residenti",red,causa,True,2,True
25,25,Come descriverebbe gli aspetti critici del territorio e della comunità?,descrizione,perché lo constato nella difficoltà di svolgere le nostre attività in mancanza di luoghi adeguati.,giustificazione,S,RD,"('red', 4, 1)",red,perché lo constato nella difficoltà di svolgere le nostre attività in mancanza di luoghi adeguati.,red,giustificazione,True,2,True
26,26,Come descriverebbe un utente dei servizi psichiatrici?,descrizione,non lo so,non_risposta,S,RD,"('red', 3, 1)",red,non lo so,red,non_risposta,True,2,True
27,27,Come descriverebbe una persona che ha fatto esperienza di una cardiopatia congenita?,descrizione,Troppo apprensivo e sfortunato.,giudizio,S,RD,"('red', 3, 1)",red,Troppo apprensivo e sfortunato.,red,giudizio,True,2,True
28,28,Come descriverebbe una persona detenuta?,descrizione,Vivere una vita con la mia famiglia in modo onesto e trasparente,sancire,S,RD,"('red', 1, 0)",red,Vivere una vita con la mia famiglia in modo onesto e trasparente,red,sancire,True,2,True
29,29,Come descriverebbe il terrorismo?,descrizione,La guerra contro l’Occidente è solo un modo per affermare la propria Identità.,sancire,S,RD,"('red', 1, 0)",red,La guerra contro l’Occidente è solo un modo per affermare la propria Identità.,red,sancire,True,2,True
30,30,Come descriverebbe la gestione delle attività di un paziente oncologico post-operazione?,descrizione,Non ho proprio idea.,non_risposta,S,RD,"('red', 3, 1)",red,Non ho proprio idea.,red,non_risposta,True,2,True
31,31,Come descriverebbe il ruolo di Professore di psicologia?,descrizione, sfruttando i momenti messi a disposizione nei laboratori,descrizione,S,RD,"('green', 0, 1)",green, sfruttando i momenti messi a disposizione nei laboratori,green,descrizione,True,2,True
32,32,Come descriverebbe i possibili interventi clinico-assistenziali?,descrizione, o si lascia passare la cosa senza dare troppo peso o si cerca di spiegare chi è un genitore di figlio cardiopatico.,opinione,S,RD,"('red', 5, 3)",red, o si lascia passare la cosa senza dare troppo peso o si cerca di spiegare chi è un genitore di figlio cardiopatico.,red,opinione,True,2,True
33,33,Come descriverebbe una persona con diagnosi di depressione?,descrizione,Una persona con diagnosi di depressione ha presentato per almeno due settimane una sintomatologia specifica tale da compromettere il suo funzionamento in diverse aree della vita,descrizione,S,RD,"('green', 0, 1)",green,Una persona con diagnosi di depressione ha presentato per almeno due settimane una sintomatologia specifica tale da compromettere il suo funzionamento in diverse aree della vita,green,descrizione,True,2,True
34,34,Come descriverebbe il luogo in cui abita?,descrizione,Come un quartiere vivo pieno di iniziative e di interventi,giudizio,S,RD,"('red', 3, 1)",red,Come un quartiere vivo pieno di iniziative e di interventi,red,giudizio,True,2,True
35,35,Come descriverebbe una violenza sessuale?,descrizione,Il ruolo di colei che si ritrova costretta a subire delle offese a sfondo sessuale ed impotente non riuscendo a reagire.,descrizione,S,RD,"('green', 0, 1)",green,Il ruolo di colei che si ritrova costretta a subire delle offese a sfondo sessuale ed impotente non riuscendo a reagire.,green,descrizione,True,2,True
36,36,Come descriverebbe gli aspetti critici del territorio e della comunità?,descrizione,Bel territorio,giudizio,S,RD,"('red', 3, 1)",red,Bel territorio,red,giudizio,True,2,True
37,37,Come descriverebbe una persona che “vive in salute”?,descrizione,aprirmi un po' di più con gli altri,dichiarazione_intenti,S,RD,"('red', 5, 4)",red,aprirmi un po' di più con gli altri,red,dichiarazione_intenti,True,2,True
38,38,Come descriverebbe i possibili interventi clinico-assistenziali?,descrizione,Io credo che la cosa più importante sia appunto intanto non…cioè riconoscere le difficoltà,giudizio,S,RD,"('red', 3, 1)",red,Io credo che la cosa più importante sia appunto intanto non…cioè riconoscere le difficoltà,red,giudizio,True,2,True
39,39,Come descriverebbe una violenza sessuale?,descrizione,Nel corso dell'adolescenza entrambi i fratelli iniziarono ad utilizzare stupefacenti fino a sviluppare una forte dipendenza.,implicazione,S,RD,"('red', 9, 7)",red,Nel corso dell'adolescenza entrambi i fratelli iniziarono ad utilizzare stupefacenti fino a sviluppare una forte dipendenza.,red,implicazione,True,2,True
40,40,Come descriverebbe un paziente oncologico operato per neoplasia?,descrizione,Dopo tanto vado in pensione,descrizione,S,RD,"('green', 0, 1)",green,Dopo tanto vado in pensione,green,descrizione,True,2,True
41,41,Come descriverebbe i possibili interventi clinico-assistenziali?,descrizione, però magari nelle trasferte o nelle visite un po’ più specifiche magari un supporto un po’ più sostanzioso a livello economico potrebbe essere positivo.,specificazione,S,RD,"('yellow', 1, 1)",yellow, però magari nelle trasferte o nelle visite un po’ più specifiche magari un supporto un po’ più sostanzioso a livello economico potrebbe essere positivo.,yellow,specificazione,True,2,True
42,42,Come descriverebbe una persona che “vive in salute”?,descrizione,prendere le medicine che mi hanno dato e poi fare gli esami che mi dicono di fare,descrizione,S,RD,"('green', 0, 1)",green,prendere le medicine che mi hanno dato e poi fare gli esami che mi dicono di fare,green,descrizione,True,2,True
43,43,Il testo come descrive le caratteristiche cliniche del disturbo da deficit dell’attenzione/iperattività?,descrizione,"""Disturbo da deficit attentivo/iperattività"" è l'etichetta diagnostica utilizzata per descrivere una popolazione eterogenea e vasta di bambini che presentano una serie di problemi",sancire,S,RD,"('red', 1, 0)",red,"""Disturbo da deficit attentivo/iperattività"" è l'etichetta diagnostica utilizzata per descrivere una popolazione eterogenea e vasta di bambini che presentano una serie di problemi",red,sancire,True,2,True
44,44,Come descriverebbe una persona che ha fatto esperienza di una cardiopatia congenita?,descrizione,Penso che sarebbero conseguenze più che altro nel morale.,descrizione,S,RD,"('green', 0, 1)",green,Penso che sarebbero conseguenze più che altro nel morale.,green,descrizione,True,2,True
45,45,Come descriverebbe le interazioni fra Università e città?,descrizione,"Perché non c'è integrazione tra studenti e residenti se non sotto il profilo dello sfruttamento dei primi sull'uso di determinati ""servizi"" e dei secondi se possono trarre profitto.",specificazione,S,RD,"('yellow', 1, 1)",yellow,"Perché non c'è integrazione tra studenti e residenti se non sotto il profilo dello sfruttamento dei primi sull'uso di determinati ""servizi"" e dei secondi se possono trarre profitto.",yellow,specificazione,True,2,True
46,46,Come descriverebbe il luogo in cui abita?,descrizione,"che bisogna cercare di recuperare 
al più presto i ragazzi ""sbandati""",giudizio,S,RD,"('red', 3, 1)",red,"che bisogna cercare di recuperare 
al più presto i ragazzi ""sbandati""",red,giudizio,True,2,True
47,47,Come descriverebbe i possibili interventi clinico-assistenziali?,descrizione,Andare dallo psicologo.,sancire,S,RD,"('red', 1, 0)",red,Andare dallo psicologo.,red,sancire,True,2,True
48,48,Come descriverebbe la gestione dell’iter di adozione internazionale da parte dei servizi?,descrizione,Ognuno gestisce le proprie competenze senza intralciare ma collaborando anche tra loro.,giudizio,S,RD,"('red', 3, 1)",red,Ognuno gestisce le proprie competenze senza intralciare ma collaborando anche tra loro.,red,giudizio,True,2,True
49,49,Come descriverebbe una violenza sessuale?,descrizione, mi sono chiuso nella stanza con la scusa di fare compiti e ho continuato a piangere per ore,descrizione,S,RD,"('green', 0, 1)",green, mi sono chiuso nella stanza con la scusa di fare compiti e ho continuato a piangere per ore,green,descrizione,True,2,True
50,50,Come descriverebbe un utente dei servizi psichiatrici?,descrizione,nn so se siano la stessa cosa.,sancire,S,RD,"('red', 1, 0)",red,nn so se siano la stessa cosa.,red,sancire,True,2,True
51,51,Come descriverebbe un utente dei servizi psichiatrici?,descrizione,"cerca di ""risolvere il proprio problema"" o almeno a conviverci nel migliore dei modi",dichiarazione_intenti,S,RD,"('red', 5, 4)",red,"cerca di ""risolvere il proprio problema"" o almeno a conviverci nel migliore dei modi",red,dichiarazione_intenti,True,2,True
52,52,Come descriverebbe la gestione delle attività di un paziente oncologico post-operazione?,descrizione, quindi il consiglio è quello di non precludere le attività ce una persona può fare,generalizzazione,S,RD,"('red', 3, 1)",red, quindi il consiglio è quello di non precludere le attività ce una persona può fare,red,generalizzazione,True,2,True
53,53,Come descriverebbe il luogo in cui abita?,descrizione,C'è la necessità di valorizzare le tante risorse allenandole a lavorare in rete e di aiutare i portatori di interessi contrapposti a confrontarsi in modo costruttivo ed equilibrato,descrizione,S,RD,"('green', 0, 1)",green,C'è la necessità di valorizzare le tante risorse allenandole a lavorare in rete e di aiutare i portatori di interessi contrapposti a confrontarsi in modo costruttivo ed equilibrato,green,descrizione,True,2,True
54,54,Come descriverebbe un paziente oncologico operato per neoplasia?,descrizione,Sarà un periodo in cui mia madre dovrà sicuramente limitare le attività,previsione,S,RD,"('red', 5, 4)",red,Sarà un periodo in cui mia madre dovrà sicuramente limitare le attività,red,previsione,True,2,True
55,55,Come descriverebbe le REMS?,descrizione, a partire da quella in cui la REMS è inserita (comune di appartenenza) e allo stesso modo le porte del reinserimento sociale e familiare,specificazione,S,RD,"('yellow', 1, 1)",yellow, a partire da quella in cui la REMS è inserita (comune di appartenenza) e allo stesso modo le porte del reinserimento sociale e familiare,yellow,specificazione,True,2,True
56,56,Come descriverebbe un paziente oncologico operato per neoplasia?,descrizione,In maniera concisa e ponderata,previsione,S,RD,"('red', 5, 4)",red,In maniera concisa e ponderata,red,previsione,True,2,True
57,57,Come descriverebbe i possibili interventi clinico-assistenziali?,descrizione,Mi sono sentito bene,giudizio,S,RD,"('red', 3, 1)",red,Mi sono sentito bene,red,giudizio,True,2,True
58,58,Come descriverebbe un “malato di AIDS”?,descrizione," e ancora non avrei una forma o descrizione precisa di un ""malato di AIDS"".",generalizzazione,S,RD,"('red', 3, 1)",red," e ancora non avrei una forma o descrizione precisa di un ""malato di AIDS"".",red,generalizzazione,True,2,True
59,59,Come descriverebbe il terrorismo?,descrizione,E' ragionevole supporre che l’organizzazione terroristica (in costante transizione da convenzionale a guerriglia) perderà il controllo del suo califfato nei prossimi due anni.,anticipazione,S,RD,"('green', 8, 10)",green,E' ragionevole supporre che l’organizzazione terroristica (in costante transizione da convenzionale a guerriglia) perderà il controllo del suo califfato nei prossimi due anni.,green,anticipazione,True,2,True
60,60,Il testo come descrive e argomenta gli interventi per gestire il comportamento di un alunno con ADHD in ambito scolastico?  ,descrizione,"LINEE GUIDA PER FAVORIRE LA META-ATTENZIONE:
ATTIVITÀ SPECIFICHE
1. sviluppare conoscenze relative all’attenzione
2. insegnamento di strategie di problem-solving e autoistruzioni
3. esercizi di monitoraggio dell’attenzione attraverso riflessioni metacognitive e attribuzionali sui
successi e fallimenti dei processi attentivi",riferimento_obiettivo,S,RD,"('green', 5, 6)",green,"LINEE GUIDA PER FAVORIRE LA META-ATTENZIONE:
ATTIVITÀ SPECIFICHE
1. sviluppare conoscenze relative all’attenzione
2. insegnamento di strategie di problem-solving e autoistruzioni
3. esercizi di monitoraggio dell’attenzione attraverso riflessioni metacognitive e attribuzionali sui
successi e fallimenti dei processi attentivi",green,riferimento_obiettivo,True,2,True
61,61,Come descriverebbe il ruolo di Professore di psicologia?,descrizione, i seminari ad esempio non esistono quasi più,sancire,S,RD,"('red', 1, 0)",red, i seminari ad esempio non esistono quasi più,red,sancire,True,2,True
62,62,Come descriverebbe una persona entro un percorso in REMS?,descrizione,Il sabato e la domenica mi trasformavo perché compravo 50 pastiglie di exctasy e andavo a Perugia il sabato e a Riccione la domenica per venderle a Perugia a 30.000 lire l'una e a Riccione a 50.000 lire.,descrizione,S,RD,"('green', 0, 1)",green,Il sabato e la domenica mi trasformavo perché compravo 50 pastiglie di exctasy e andavo a Perugia il sabato e a Riccione la domenica per venderle a Perugia a 30.000 lire l'una e a Riccione a 50.000 lire.,green,descrizione,True,2,True
63,63,Come descriverebbe una violenza sessuale?,descrizione,"""Minori D. N. nata a XXXX il XX.XX.1995
                                 D. M. nato a XXXX il XX.XX.1996
                                 D. M. nato a XXXX il XX.XX.1997
                                 P. A. nata a XXXX il XX.XX.1999
"" Si segnala la grave situazione relativa ai minori in oggetto.",descrizione,S,RD,"('green', 0, 1)",green,"""Minori D. N. nata a XXXX il XX.XX.1995
                                 D. M. nato a XXXX il XX.XX.1996
                                 D. M. nato a XXXX il XX.XX.1997
                                 P. A. nata a XXXX il XX.XX.1999
"" Si segnala la grave situazione relativa ai minori in oggetto.",green,descrizione,True,2,True
64,64,Come descriverebbe un utente dei servizi psichiatrici?,descrizione,non si sente bene e mostra difficoltà nei rapporti interpersonali,giudizio,S,RD,"('red', 3, 1)",red,non si sente bene e mostra difficoltà nei rapporti interpersonali,red,giudizio,True,2,True
65,65,Come descriverebbe un paziente oncologico operato per neoplasia?,descrizione,Essere seguito da personale qualificato,sancire,S,RD,"('red', 1, 0)",red,Essere seguito da personale qualificato,red,sancire,True,2,True
66,66,Come descriverebbe le REMS?,descrizione,Parzialmente sufficiente,sancire,S,RD,"('red', 1, 0)",red,Parzialmente sufficiente,red,sancire,True,2,True
67,67,Come descriverebbe i possibili interventi clinico-assistenziali?,descrizione,Come ho scritto sopra penso che da un lato sarebbe faticoso affrontare i numerosi controlli o esami ma dall'altro si creerebbe un rapporto di fiducia e confronto con i medici che seguirebbero la mia crescita.,giudizio,S,RD,"('red', 3, 1)",red,Come ho scritto sopra penso che da un lato sarebbe faticoso affrontare i numerosi controlli o esami ma dall'altro si creerebbe un rapporto di fiducia e confronto con i medici che seguirebbero la mia crescita.,red,giudizio,True,2,True
68,68,Come descriverebbe il coadiuvo che un paziente oncologico può ricevere post-operazione?,descrizione,non sono ancora stata dimessa,non_risposta,S,RD,"('red', 3, 1)",red,non sono ancora stata dimessa,red,non_risposta,True,2,True
69,69,Come descriverebbe un paziente oncologico operato per neoplasia?,descrizione,Sul fatto che il paziente si abbatte con facilità,sancire,S,RD,"('red', 1, 0)",red,Sul fatto che il paziente si abbatte con facilità,red,sancire,True,2,True
70,70,Come descriverebbe i possibili interventi clinico-assistenziali?,descrizione,"I genitori dovrebbero far fare sport al ragazzo o comunque farlo vivere ""normalmente"" così possa essere un ragazzo formato e non un ragazzo ""crudo"".",prescrizione,S,RD,"('yellow', 4, 4)",yellow,"I genitori dovrebbero far fare sport al ragazzo o comunque farlo vivere ""normalmente"" così possa essere un ragazzo formato e non un ragazzo ""crudo"".",yellow,prescrizione,True,2,True
71,71,Come descriverebbe una persona entro un percorso in REMS?,descrizione,La mia vita privata prima di questo percorso in REMS è costituita da 5 carceri penitenziari dove ho a Velletri fatto anche un TSO di 3 giorni.,sancire,S,RD,"('red', 1, 0)",red,La mia vita privata prima di questo percorso in REMS è costituita da 5 carceri penitenziari dove ho a Velletri fatto anche un TSO di 3 giorni.,red,sancire,True,2,True
72,72,Come descriverebbe un paziente oncologico operato per neoplasia?,descrizione,Di sentirsi sempre più con una forma fisica migliore e di essere in uno stato di recupero step by step sempre migliore,previsione,S,RD,"('red', 5, 4)",red,Di sentirsi sempre più con una forma fisica migliore e di essere in uno stato di recupero step by step sempre migliore,red,previsione,True,2,True
73,73,Come descriverebbe un utente dei servizi psichiatrici?,descrizione,non sono molto informata,non_risposta,S,RD,"('red', 3, 1)",red,non sono molto informata,red,non_risposta,True,2,True
74,74,Come descriverebbe una persona che “vive in salute”?,descrizione,Soprattutto cosciente delle proprie possibilità e limiti,sancire,S,RD,"('red', 1, 0)",red,Soprattutto cosciente delle proprie possibilità e limiti,red,sancire,True,2,True
75,75,Come descriverebbe il ruolo di Professore di psicologia?,descrizione,G. prende sul serio il suo lavoro e la materia che studia,giudizio,S,RD,"('red', 3, 1)",red,G. prende sul serio il suo lavoro e la materia che studia,red,giudizio,True,2,True
76,76,Come descriverebbe un utente dei servizi psichiatrici?,descrizione,Ci vuole una continuità nella terapia,commento,S,RD,"('red', 3, 1)",red,Ci vuole una continuità nella terapia,red,commento,True,2,True
77,77,"Ora, a fronte dell'entrata in REMS, come descriverebbe se stesso e la sua vita?",descrizione, la mia vita potrebbe essere migliore fuori da tutti questi istituti tra i quali la REMS.,possibilita,S,RD,"('yellow', 2, 2)",yellow, la mia vita potrebbe essere migliore fuori da tutti questi istituti tra i quali la REMS.,yellow,possibilita,True,2,True
78,78,Come descriverebbe le interazioni fra Università e città?,descrizione,Fondamentale per creare nuove sinergie e opportunità.,sancire,S,RD,"('red', 1, 0)",red,Fondamentale per creare nuove sinergie e opportunità.,red,sancire,True,2,True
79,79,Come descriverebbe una persona con diagnosi di depressione?,descrizione,Vivere anzi sopravvivere fino al giungere della morte.,commento,S,RD,"('red', 3, 1)",red,Vivere anzi sopravvivere fino al giungere della morte.,red,commento,True,2,True
80,80,Come descriverebbe le interazioni fra Università e città?,descrizione,Non saprei rispondere alle voci servizi,generalizzazione,S,RD,"('red', 3, 1)",red,Non saprei rispondere alle voci servizi,red,generalizzazione,True,2,True
81,81,Come descriverebbe un utente dei servizi psichiatrici?,descrizione,penso che mi vogliano bene,non_risposta,S,RD,"('red', 3, 1)",red,penso che mi vogliano bene,red,non_risposta,True,2,True
82,82,Come descriverebbe la gestione di un “malato di AIDS”?,descrizione,Gli spiegherei che i migliori informatori sono gli operatori (medici e inferimieri) delle malattie infettive.,giudizio,S,RD,"('red', 3, 1)",red,Gli spiegherei che i migliori informatori sono gli operatori (medici e inferimieri) delle malattie infettive.,red,giudizio,True,2,True
83,83,Come descriverebbe il luogo in cui abita?,descrizione,"-vorrei precise politche per i giovani e gli 
studenti progettate da comune e università 
in un'ottica congiunta che abbia come criteri 
la salute (città sana) e la coesione
-sviluppo e innovazione sociale in armonia 
con le altre attività commericali
-tutela dei consumatori",descrizione,S,RD,"('green', 0, 1)",green,"-vorrei precise politche per i giovani e gli 
studenti progettate da comune e università 
in un'ottica congiunta che abbia come criteri 
la salute (città sana) e la coesione
-sviluppo e innovazione sociale in armonia 
con le altre attività commericali
-tutela dei consumatori",green,descrizione,True,2,True
84,84,Come descriverebbe il coadiuvo che un paziente oncologico può ricevere post-operazione?,descrizione,Famiglia e a cascata amici,sancire,S,RD,"('red', 1, 0)",red,Famiglia e a cascata amici,red,sancire,True,2,True
85,85,Come descriverebbe i possibili interventi clinico-assistenziali?,descrizione, sicuramente sarà una…una prova molto dura per lui essere…essere magari sotto i ferri,giudizio,S,RD,"('red', 3, 1)",red, sicuramente sarà una…una prova molto dura per lui essere…essere magari sotto i ferri,red,giudizio,True,2,True
86,86,Come descriverebbe il ruolo di Professore di psicologia?,descrizione,le attività didattiche sono gestite in maniera abbastanza confusionaria ed incoerente,giudizio,S,RD,"('red', 3, 1)",red,le attività didattiche sono gestite in maniera abbastanza confusionaria ed incoerente,red,giudizio,True,2,True
87,87,Come descriverebbe la gestione di un “malato di AIDS”?,descrizione,Gli consiglierei di consultare il medico dell'UOC Malattie Infettive.,descrizione,S,RD,"('green', 0, 1)",green,Gli consiglierei di consultare il medico dell'UOC Malattie Infettive.,green,descrizione,True,2,True
88,88,Come descriverebbe le interazioni fra Università e città?,descrizione,un ampliamento,sancire,S,RD,"('red', 1, 0)",red,un ampliamento,red,sancire,True,2,True
89,89,Come descriverebbe i possibili interventi clinico-assistenziali?,descrizione, dove sono stata operata io lo consiglio a tutti,generalizzazione,S,RD,"('red', 3, 1)",red, dove sono stata operata io lo consiglio a tutti,red,generalizzazione,True,2,True
90,90,Come descriverebbe un utente dei servizi psichiatrici?,descrizione,le ulss e i consultori,sancire,S,RD,"('red', 1, 0)",red,le ulss e i consultori,red,sancire,True,2,True
91,91,Come descriverebbe le interazioni fra Università e città?,descrizione,Nel 2018 è stata aperta un'aula studio in Quartiere e l'esperienza si sta dimostrando molto proficua,commento,S,RD,"('red', 3, 1)",red,Nel 2018 è stata aperta un'aula studio in Quartiere e l'esperienza si sta dimostrando molto proficua,red,commento,True,2,True
92,92,Come descriverebbe un paziente oncologico operato per neoplasia?,descrizione,Io spero bello,opinione,S,RD,"('red', 5, 3)",red,Io spero bello,red,opinione,True,2,True
93,93,Come descriverebbe le interazioni fra Università e città?,descrizione,Il centro d'estate pullula di giovani di ogni estrazione sociale e si respira sempre un clima di festa.,descrizione,S,RD,"('green', 0, 1)",green,Il centro d'estate pullula di giovani di ogni estrazione sociale e si respira sempre un clima di festa.,green,descrizione,True,2,True
94,94,Come descriverebbe una persona che ha perso un proprio conoscente per suicidio?,descrizione, sopravvive ancora il senso comune dettato dal  condizionamento ricevuto che il suicidio è un atto odioso,generalizzazione,S,RD,"('red', 3, 1)",red, sopravvive ancora il senso comune dettato dal  condizionamento ricevuto che il suicidio è un atto odioso,red,generalizzazione,True,2,True
