,index,Unnamed: 0,Question,QRep,Answer,Rep,Skill,Dataset,p,MacroCat,text,label,label2,is_valid,set_tag,is_test
46,46,46,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,che è stato sfortunato,giudizio,J,Mix,"('red', 3, 1)",red,che è stato sfortunato,red,giudizio,True,2,True
47,47,47,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,descrivo una persona lo stesso reato imputato anche a me che ha sbagliato e ha superato i limiti legislativi,descrizione,J,Mix,"('green', 0, 1)",green,descrivo una persona lo stesso reato imputato anche a me che ha sbagliato e ha superato i limiti legislativi,green,descrizione,True,2,True
48,48,48,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,"palestra 
campo_sportivo",sancire,J,Mix,"('red', 1, 0)",red,"palestra 
campo_sportivo",red,sancire,True,2,True
49,49,49,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,Descrizione,in quanto dopo tre mesi sono riuscito a frequntare un corso di pittura e dopo un anno in lavoro fisso dove lavoro tuttora,specificazione,J,Mix,"('yellow', 1, 1)",yellow,in quanto dopo tre mesi sono riuscito a frequntare un corso di pittura e dopo un anno in lavoro fisso dove lavoro tuttora,yellow,specificazione,True,2,True
50,50,50,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere una persona Detenuta?,Descrizione,educazione scolastica,descrizione,J,Mix,"('green', 0, 1)",green,educazione scolastica,green,descrizione,True,2,True
51,51,51,Come descriverebbe una persona che “gode di salute”?,Descrizione,fisicamente e psicologicamente no disturbi o no difficoltà,giudizio,J,Mix,"('red', 3, 1)",red,fisicamente e psicologicamente no disturbi o no difficoltà,red,giudizio,True,2,True
52,52,52,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,"vorrei che sia_più, o che potrei uscire in affidamento 
il colloquio, rispettare le regole, la scuola, aiutare il prossimo",giudizio,J,Mix,"('red', 3, 1)",red,"vorrei che sia_più, o che potrei uscire in affidamento 
il colloquio, rispettare le regole, la scuola, aiutare il prossimo",red,giudizio,True,2,True
53,53,53,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,Descrizione,"diversificate, reali, educative, ma non tengono effettivamente conto della personalità della detenuta a cui proposte",contrapposizione,J,Mix,"('red', 6, 4)",red,"diversificate, reali, educative, ma non tengono effettivamente conto della personalità della detenuta a cui proposte",red,contrapposizione,True,2,True
54,54,54,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,non ho commenti da fare,non_risposta,J,Mix,"('red', 3, 1)",red,non ho commenti da fare,red,non_risposta,True,2,True
55,55,55,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,"questa_risposta Š personale perch‚ so che
il trattt_non_Š_sufficiente per_i_detenuti
dei paesi
arabi
",specificazione,J,Mix,"('yellow', 1, 1)",yellow,"questa_risposta Š personale perch‚ so che
il trattt_non_Š_sufficiente per_i_detenuti
dei paesi
arabi
",yellow,specificazione,True,2,True
56,56,56,Come descriverebbe una persona che “gode di salute”?,Descrizione,che no carcere,sancire,J,Mix,"('red', 1, 0)",red,che no carcere,red,sancire,True,2,True
57,57,57,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,ha bisogno di vivere,giudizio,J,Mix,"('red', 3, 1)",red,ha bisogno di vivere,red,giudizio,True,2,True
58,58,58,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,e deve finire subito questo lavoro,commento,J,Mix,"('red', 3, 1)",red,e deve finire subito questo lavoro,red,commento,True,2,True
59,59,59,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,"maggiore possibilità di comunicare telefonicamente con la 
famiglia;",giudizio,J,Mix,"('red', 3, 1)",red,"maggiore possibilità di comunicare telefonicamente con la 
famiglia;",red,giudizio,True,2,True
60,60,60,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,"affidamento 
affidamento per tossicodip 
",descrizione,J,Mix,"('green', 0, 1)",green,"affidamento 
affidamento per tossicodip 
",green,descrizione,True,2,True
61,61,61,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,"ho_fatto penso_che sarebbe meglio se ci lasciassero un po' pi— liberi , che ci
dessero la possibilit… di giocare di_pi—
col pallone , usare il computer e che ci
trattassero come delle
persone che sono recluse

",descrizione,J,Mix,"('green', 0, 1)",green,"ho_fatto penso_che sarebbe meglio se ci lasciassero un po' pi— liberi , che ci
dessero la possibilit… di giocare di_pi—
col pallone , usare il computer e che ci
trattassero come delle
persone che sono recluse

",green,descrizione,True,2,True
62,62,62,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,Descrizione,possibilit_di_lavoro;,sancire,J,Mix,"('red', 1, 0)",red,possibilit_di_lavoro;,red,sancire,True,2,True
63,63,63,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,"la libertà e fare_socialità ok palestra 
calcio",giudizio,J,Mix,"('red', 3, 1)",red,"la libertà e fare_socialità ok palestra 
calcio",red,giudizio,True,2,True
64,64,64,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",Descrizione,assenza_di_ausili_tecnici,descrizione,J,Mix,"('green', 0, 1)",green,assenza_di_ausili_tecnici,green,descrizione,True,2,True
65,65,65,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,da_noi non c' è il vino,giudizio,J,Mix,"('red', 3, 1)",red,da_noi non c' è il vino,red,giudizio,True,2,True
66,66,66,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,Descrizione,quasi_tutto,conferma,J,Mix,"('red', 2, 1)",red,quasi_tutto,red,conferma,True,2,True
67,67,67,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",Descrizione,"l' amministrazione penitenziaria offre molteplici opportunita 
di_formazione ai_propri dipendenti 
",conferma,J,Mix,"('red', 2, 1)",red,"l' amministrazione penitenziaria offre molteplici opportunita 
di_formazione ai_propri dipendenti 
",red,conferma,True,2,True
68,68,68,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",Descrizione,si-comporta male,giudizio,J,Mix,"('red', 3, 1)",red,si-comporta male,red,giudizio,True,2,True
69,69,69,Come ti descriveresti prima di entrare in carcere?,Descrizione,prima_d_entrare_in_prigione ero_fuori ogni_giorno con una macchina nuova avevo tanti soldi .,specificazione,J,Mix,"('yellow', 1, 1)",yellow,prima_d_entrare_in_prigione ero_fuori ogni_giorno con una macchina nuova avevo tanti soldi .,yellow,specificazione,True,2,True
70,70,70,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,precedente o attuale stato_salute,non_risposta,J,Mix,"('red', 3, 1)",red,precedente o attuale stato_salute,red,non_risposta,True,2,True
71,71,71,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",Descrizione,non-c-e-ness-differ,sancire,J,Mix,"('red', 1, 0)",red,non-c-e-ness-differ,red,sancire,True,2,True
72,72,72,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",Descrizione,"penso-che mi-descriverebbe un bel-ragazzo che sta-pass-brut-mom nella sua-vita 
",opinione,J,Mix,"('red', 5, 3)",red,"penso-che mi-descriverebbe un bel-ragazzo che sta-pass-brut-mom nella sua-vita 
",red,opinione,True,2,True
73,73,73,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,sfortunato,giudizio,J,Mix,"('red', 3, 1)",red,sfortunato,red,giudizio,True,2,True
74,74,74,Come descriverebbe una persona che “gode di salute”?,Descrizione,che richiede la visita medica per consigli medici,descrizione,J,Mix,"('green', 0, 1)",green,che richiede la visita medica per consigli medici,green,descrizione,True,2,True
75,75,75,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,fallito,giudizio,J,Mix,"('red', 3, 1)",red,fallito,red,giudizio,True,2,True
76,76,76,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",Descrizione,nn-poss-legg-s-pens,non_risposta,J,Mix,"('red', 3, 1)",red,nn-poss-legg-s-pens,red,non_risposta,True,2,True
77,77,77,Come descriverebbe una persona che “gode di salute”?,Descrizione,"strutturata capace di rispondere con lucidità ad un esame di realtà e di rielaborare, anche aiutato, un progetto di crescita personale",descrizione,J,Mix,"('green', 0, 1)",green,"strutturata capace di rispondere con lucidità ad un esame di realtà e di rielaborare, anche aiutato, un progetto di crescita personale",green,descrizione,True,2,True
78,78,78,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,034) tossici,sancire,J,Mix,"('red', 1, 0)",red,034) tossici,red,sancire,True,2,True
79,79,79,Come descriverebbe una persona che “gode di salute”?,Descrizione,una persona fisica e mentale,sancire,J,Mix,"('red', 1, 0)",red,una persona fisica e mentale,red,sancire,True,2,True
80,80,80,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,non consumo,non_risposta,J,Mix,"('red', 3, 1)",red,non consumo,red,non_risposta,True,2,True
81,81,81,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,lavorare tutti_i_detenuti al pari,giudizio,J,Mix,"('red', 3, 1)",red,lavorare tutti_i_detenuti al pari,red,giudizio,True,2,True
82,82,82,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,"sempre i_problemi di essere_estraneo, la causa_il_carcere",causa,J,Mix,"('red', 2, 1)",red,"sempre i_problemi di essere_estraneo, la causa_il_carcere",red,causa,True,2,True
83,83,83,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,perch‚_non_ho fatto niente,generalizzazione,J,Mix,"('red', 3, 1)",red,perch‚_non_ho fatto niente,red,generalizzazione,True,2,True
84,84,84,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,il detenuto viene_seguito dal_personale assegnato alla sezione di_appartenenza del detenuto .,commento,J,Mix,"('red', 3, 1)",red,il detenuto viene_seguito dal_personale assegnato alla sezione di_appartenenza del detenuto .,red,commento,True,2,True
85,85,85,Come ti descriveresti prima di entrare in carcere?,Descrizione,ero_tranquillo e molto_buono e generoso,giudizio,J,Mix,"('red', 3, 1)",red,ero_tranquillo e molto_buono e generoso,red,giudizio,True,2,True
86,86,86,Come descriverebbe una persona che “gode di salute”?,Descrizione,che ringraziando il signore sta bene,giudizio,J,Mix,"('red', 3, 1)",red,che ringraziando il signore sta bene,red,giudizio,True,2,True
87,87,87,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,"non saprei dire niente, so solo_che ci_condannano senza colpa",generalizzazione,J,Mix,"('red', 3, 1)",red,"non saprei dire niente, so solo_che ci_condannano senza colpa",red,generalizzazione,True,2,True
88,88,88,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,Descrizione,in_primis orario_di_lavoro,commento,J,Mix,"('red', 3, 1)",red,in_primis orario_di_lavoro,red,commento,True,2,True
89,89,89,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,non me ne intendo,non_risposta,J,Mix,"('red', 3, 1)",red,non me ne intendo,red,non_risposta,True,2,True
90,90,90,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,Descrizione,inserimento in_cella,descrizione,J,Mix,"('green', 0, 1)",green,inserimento in_cella,green,descrizione,True,2,True
91,91,91,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,non_so dare una spiegazione,giustificazione,J,Mix,"('red', 4, 1)",red,non_so dare una spiegazione,red,giustificazione,True,2,True
92,92,92,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,che siano nelle varie celle,specificazione,J,Mix,"('yellow', 1, 1)",yellow,che siano nelle varie celle,yellow,specificazione,True,2,True
93,93,93,Come descriverebbe una persona che “gode di salute”?,Descrizione,una persona si alza al mattino fa colazione e poi va a lavorare,descrizione,J,Mix,"('green', 0, 1)",green,una persona si alza al mattino fa colazione e poi va a lavorare,green,descrizione,True,2,True
94,94,94,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,le caratteristiche specifiche di ciascun detenuto,sancire,J,Mix,"('red', 1, 0)",red,le caratteristiche specifiche di ciascun detenuto,red,sancire,True,2,True
95,95,95,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,"dai deten-sono-con-me 
",descrizione,J,Mix,"('green', 0, 1)",green,"dai deten-sono-con-me 
",green,descrizione,True,2,True
